date,Production(KWh),Consumption(KWh)
2023-12-21 0:00:00,0.0,8.29
2023-12-21 1:00:00,0.0,8.56
2023-12-21 2:00:00,0.0,8.57
2023-12-21 3:00:00,0.0,9.3
2023-12-21 4:00:00,0.0,7.84
2023-12-21 5:00:00,0.0,7.49
2023-12-21 6:00:00,0.0,7.52
2023-12-21 7:00:00,1.07,7.62
2023-12-21 8:00:00,1.78,8.11
2023-12-21 9:00:00,12.11,8.12
2023-12-21 10:00:00,28.7,8.51
2023-12-21 11:00:00,34.69,8.65
2023-12-21 12:00:00,35.32,8.36
2023-12-21 13:00:00,32.04,8.79
2023-12-21 14:00:00,16.64,10.05
2023-12-21 15:00:00,6.62,10.83
2023-12-21 16:00:00,1.13,11.95
2023-12-21 17:00:00,0.0,12.86
2023-12-21 18:00:00,0.0,12.98
2023-12-21 19:00:00,0.0,12.67
2023-12-21 20:00:00,0.0,12.23
2023-12-21 21:00:00,0.0,11.83
2023-12-21 22:00:00,0.0,11.86
2023-12-21 23:00:00,0.0,11.75
