date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-09-29 0:00:00,0.16,0.0,0.0,0.19,0.0,0.03,15.0
2020-09-29 1:00:00,0.1,0.0,0.0,0.13,0.0,0.03,12.0
2020-09-29 2:00:00,0.01,0.01,0.0,0.12,0.0,0.12,11.0
2020-09-29 3:00:00,0.0,0.01,0.0,0.06,0.0,0.07,10.0
2020-09-29 4:00:00,0.0,0.01,0.0,0.08,0.0,0.09,10.0
2020-09-29 5:00:00,0.0,1.34,0.0,0.14,0.0,1.48,10.0
2020-09-29 6:00:00,0.0,3.3,0.0,0.17,0.0,3.47,23.0
2020-09-29 7:00:00,0.0,3.3,0.0,0.15,0.0,3.45,54.0
2020-09-29 8:00:00,0.25,0.25,0.0,0.3,0.0,0.29,86.0
2020-09-29 9:00:00,0.17,0.0,0.0,0.2,0.0,0.03,86.0
2020-09-29 10:00:00,0.24,0.0,0.0,0.26,0.0,0.03,83.0
2020-09-29 11:00:00,0.3,0.0,0.0,0.33,0.0,0.03,80.0
2020-09-29 12:00:00,0.16,0.0,0.0,0.2,0.0,0.04,76.0
2020-09-29 13:00:00,0.96,0.0,0.0,1.05,0.0,0.09,74.0
2020-09-29 14:00:00,0.69,0.0,0.0,0.72,0.0,0.03,62.0
2020-09-29 15:00:00,0.62,0.0,0.0,0.65,0.0,0.03,54.0
2020-09-29 16:00:00,0.31,0.0,0.0,0.34,0.0,0.03,46.0
2020-09-29 17:00:00,0.6,0.0,0.0,0.64,0.0,0.05,42.0
2020-09-29 18:00:00,0.59,0.0,0.0,0.65,0.0,0.05,33.0
2020-09-29 19:00:00,0.61,0.0,0.0,1.26,0.0,0.66,26.0
2020-09-29 20:00:00,0.22,0.0,0.0,0.25,0.0,0.03,18.0
2020-09-29 21:00:00,0.21,0.0,0.0,0.24,0.0,0.03,15.0
2020-09-29 22:00:00,0.13,0.0,0.0,0.24,0.0,0.12,12.0
2020-09-29 23:00:00,0.0,0.01,0.0,0.33,0.0,0.34,10.0
