date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-10-25 0:00:00,0.18,0.0,0.0,0.22,0.0,0.03,38.0
2020-10-25 1:00:00,0.18,0.0,0.0,0.21,0.0,0.03,34.0
2020-10-25 2:00:00,0.05,0.0,0.0,0.08,0.0,0.03,32.0
2020-10-25 3:00:00,0.08,0.0,0.0,0.11,0.0,0.03,29.0
2020-10-25 4:00:00,0.08,0.0,0.0,0.11,0.0,0.03,27.0
2020-10-25 5:00:00,0.01,1.43,0.0,0.09,0.0,1.51,26.0
2020-10-25 6:00:00,0.0,3.3,0.0,0.11,0.0,3.41,39.0
2020-10-25 7:00:00,0.0,2.81,0.0,0.11,0.0,2.92,69.0
2020-10-25 8:00:00,0.08,0.03,0.0,0.12,0.0,0.07,97.0
2020-10-25 9:00:00,0.65,0.0,0.0,1.41,0.0,0.76,96.0
2020-10-25 10:00:00,1.42,0.0,0.0,1.47,0.0,0.06,88.0
2020-10-25 11:00:00,1.09,0.0,0.0,1.19,0.0,0.11,71.0
2020-10-25 12:00:00,0.43,0.0,0.0,0.48,0.0,0.05,57.0
2020-10-25 13:00:00,1.35,0.0,0.0,1.4,0.0,0.05,51.0
2020-10-25 14:00:00,0.71,0.0,0.0,0.75,0.0,0.05,34.0
2020-10-25 15:00:00,0.21,0.0,0.0,0.24,0.0,0.03,26.0
2020-10-25 16:00:00,1.01,0.0,0.0,1.55,0.0,0.55,23.0
2020-10-25 17:00:00,0.0,0.01,0.0,1.15,0.0,1.15,10.0
2020-10-25 18:00:00,0.0,0.01,0.0,0.28,0.0,0.29,10.0
2020-10-25 19:00:00,0.0,0.01,0.0,0.64,0.0,0.65,10.0
2020-10-25 20:00:00,0.0,0.01,0.0,0.66,0.0,0.67,10.0
2020-10-25 21:00:00,0.0,0.01,0.0,0.25,0.0,0.26,10.0
2020-10-25 22:00:00,0.0,0.01,0.0,0.25,0.0,0.26,10.0
2020-10-25 23:00:00,0.0,0.01,0.0,1.0,0.0,1.01,10.0
