date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-01-26 0:00:00,0.0,0.01,0.0,0.26,0.0,0.26,0.0
2020-01-26 1:00:00,0.0,0.01,0.0,0.2,0.0,0.2,0.0
2020-01-26 2:00:00,0.0,0.01,0.0,0.22,0.0,0.23,0.0
2020-01-26 3:00:00,0.0,0.01,0.0,0.22,0.0,0.23,0.0
2020-01-26 4:00:00,0.0,0.01,0.0,0.22,0.0,0.23,0.0
2020-01-26 5:00:00,0.0,0.01,0.0,0.22,0.0,0.22,0.0
2020-01-26 6:00:00,0.0,3.03,0.0,0.3,0.0,3.33,0.0
2020-01-26 7:00:00,0.0,3.3,0.0,0.25,0.0,3.55,28.0
2020-01-26 8:00:00,0.1,0.29,0.0,0.15,0.0,0.34,59.0
2020-01-26 9:00:00,2.18,0.0,0.0,2.6,0.0,0.42,61.0
2020-01-26 10:00:00,1.58,0.0,0.0,1.74,0.0,0.16,37.0
2020-01-26 11:00:00,0.22,0.0,0.0,0.25,0.0,0.03,17.0
2020-01-26 12:00:00,1.06,0.0,0.0,1.48,0.0,0.43,14.0
2020-01-26 13:00:00,0.0,0.01,0.0,0.73,0.0,0.73,0.0
2020-01-26 14:00:00,0.0,0.01,0.0,1.62,0.0,1.63,0.0
2020-01-26 15:00:00,0.0,0.01,0.0,2.14,0.0,2.15,0.0
2020-01-26 16:00:00,0.0,0.01,0.0,1.01,0.0,1.02,0.0
2020-01-26 17:00:00,0.0,0.01,0.0,0.55,0.0,0.56,0.0
2020-01-26 18:00:00,0.0,0.01,0.0,1.61,0.0,1.62,0.0
2020-01-26 19:00:00,0.0,0.01,0.0,2.3,0.0,2.3,0.0
2020-01-26 20:00:00,0.0,0.01,0.0,0.58,0.0,0.59,0.0
2020-01-26 21:00:00,0.0,0.01,0.0,0.62,0.0,0.63,0.0
2020-01-26 22:00:00,0.0,0.01,0.0,0.68,0.0,0.68,0.0
2020-01-26 23:00:00,0.0,0.01,0.0,0.27,0.0,0.28,0.0
