date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-15 0:00:00,0.0,0.01,0.0,0.25,0.0,0.26,9.0
2020-06-15 1:00:00,0.0,0.01,0.0,0.25,0.0,0.25,9.0
2020-06-15 2:00:00,0.0,0.01,0.0,0.23,0.0,0.23,9.0
2020-06-15 3:00:00,0.0,0.01,0.0,0.24,0.0,0.25,9.0
2020-06-15 4:00:00,0.0,0.01,0.0,0.24,0.0,0.25,9.0
2020-06-15 5:00:00,0.0,1.46,0.0,0.23,0.0,1.69,9.0
2020-06-15 6:00:00,0.0,3.3,0.0,0.33,0.0,3.63,22.0
2020-06-15 7:00:00,0.0,3.3,0.0,0.34,0.0,3.64,54.0
2020-06-15 8:00:00,0.43,0.22,0.0,0.51,0.0,0.3,86.0
2020-06-15 9:00:00,0.22,0.0,0.0,0.25,0.0,0.03,83.0
2020-06-15 10:00:00,0.33,0.0,0.0,0.36,0.0,0.03,80.0
2020-06-15 11:00:00,1.11,0.0,0.0,1.14,0.0,0.04,74.0
2020-06-15 12:00:00,0.62,0.0,0.0,0.65,0.0,0.03,61.0
2020-06-15 13:00:00,0.95,0.0,0.0,1.04,0.0,0.09,54.0
2020-06-15 14:00:00,1.54,0.0,0.0,1.73,0.0,0.19,41.0
2020-06-15 15:00:00,0.23,0.0,0.0,0.25,0.0,0.03,23.0
2020-06-15 16:00:00,0.24,0.0,0.0,0.27,0.0,0.03,19.0
2020-06-15 17:00:00,0.28,0.0,0.0,0.31,0.0,0.03,16.0
2020-06-15 18:00:00,0.2,0.0,0.0,0.26,0.0,0.07,13.0
2020-06-15 19:00:00,0.0,0.01,0.0,0.25,0.0,0.26,10.0
2020-06-15 20:00:00,0.0,0.01,0.0,0.3,0.0,0.3,10.0
2020-06-15 21:00:00,0.0,0.01,0.0,0.44,0.0,0.45,10.0
2020-06-15 22:00:00,0.0,0.01,0.0,0.52,0.0,0.53,10.0
2020-06-15 23:00:00,0.0,0.01,0.0,0.5,0.0,0.51,10.0
