date,Production(KWh),Consumption(KWh)
2023-11-26 0:00:00,0.0,6.86
2023-11-26 1:00:00,0.0,6.33
2023-11-26 2:00:00,0.0,6.24
2023-11-26 3:00:00,0.0,6.37
2023-11-26 4:00:00,0.0,6.32
2023-11-26 5:00:00,0.0,6.27
2023-11-26 6:00:00,0.0,6.32
2023-11-26 7:00:00,0.0,6.33
2023-11-26 8:00:00,0.04,6.39
2023-11-26 9:00:00,0.22,6.29
2023-11-26 10:00:00,2.41,6.3
2023-11-26 11:00:00,6.67,6.31
2023-11-26 12:00:00,7.85,6.39
2023-11-26 13:00:00,3.75,6.47
2023-11-26 14:00:00,3.62,6.31
2023-11-26 15:00:00,1.11,6.51
2023-11-26 16:00:00,0.32,6.48
2023-11-26 17:00:00,0.0,6.5
2023-11-26 18:00:00,0.0,6.51
2023-11-26 19:00:00,0.0,6.4
2023-11-26 20:00:00,0.0,6.28
2023-11-26 21:00:00,0.0,6.31
2023-11-26 22:00:00,0.0,6.31
2023-11-26 23:00:00,0.0,6.26
