date,Production(KWh),Consumption(KWh)
2023-08-31 0:00:00,0.0,7.05
2023-08-31 1:00:00,0.0,6.05
2023-08-31 2:00:00,0.0,7.06
2023-08-31 3:00:00,0.0,6.61
2023-08-31 4:00:00,0.0,6.97
2023-08-31 5:00:00,0.0,7.18
2023-08-31 6:00:00,0.1,7.09
2023-08-31 7:00:00,5.18,6.28
2023-08-31 8:00:00,15.64,6.3
2023-08-31 9:00:00,27.15,7.27
2023-08-31 10:00:00,35.13,6.87
2023-08-31 11:00:00,30.13,7.01
2023-08-31 12:00:00,42.92,7.11
2023-08-31 13:00:00,43.41,9.05
2023-08-31 14:00:00,40.59,10.47
2023-08-31 15:00:00,33.59,7.77
2023-08-31 16:00:00,25.85,12.62
2023-08-31 17:00:00,14.37,12.16
2023-08-31 18:00:00,2.61,11.89
2023-08-31 19:00:00,0.22,11.83
2023-08-31 20:00:00,0.0,11.77
2023-08-31 21:00:00,0.0,7.52
2023-08-31 22:00:00,0.0,6.32
2023-08-31 23:00:00,0.0,4.91
