date,Production(KWh),Consumption(KWh)
2023-08-21 0:00:00,0.0,6.4
2023-08-21 1:00:00,0.0,6.67
2023-08-21 2:00:00,0.0,6.82
2023-08-21 3:00:00,0.0,6.9
2023-08-21 4:00:00,0.0,6.7
2023-08-21 5:00:00,0.0,5.5
2023-08-21 6:00:00,0.12,6.67
2023-08-21 7:00:00,4.29,6.33
2023-08-21 8:00:00,15.85,8.73
2023-08-21 9:00:00,27.08,12.94
2023-08-21 10:00:00,35.09,10.6
2023-08-21 11:00:00,39.59,9.78
2023-08-21 12:00:00,43.56,11.98
2023-08-21 13:00:00,43.41,11.81
2023-08-21 14:00:00,41.54,12.02
2023-08-21 15:00:00,36.44,11.8
2023-08-21 16:00:00,27.3,11.96
2023-08-21 17:00:00,5.13,9.54
2023-08-21 18:00:00,2.53,11.96
2023-08-21 19:00:00,0.38,10.87
2023-08-21 20:00:00,0.0,10.15
2023-08-21 21:00:00,0.0,12.09
2023-08-21 22:00:00,0.0,8.6
2023-08-21 23:00:00,0.0,8.43
