date,Production(KWh),Consumption(KWh)
2023-09-24 0:00:00,0.0,9.29
2023-09-24 1:00:00,0.0,9.76
2023-09-24 2:00:00,0.0,9.42
2023-09-24 3:00:00,0.0,9.28
2023-09-24 4:00:00,0.0,4.87
2023-09-24 5:00:00,0.0,5.65
2023-09-24 6:00:00,0.0,6.4
2023-09-24 7:00:00,2.13,7.14
2023-09-24 8:00:00,16.09,5.96
2023-09-24 9:00:00,30.1,6.9
2023-09-24 10:00:00,38.79,6.7
2023-09-24 11:00:00,43.12,7.32
2023-09-24 12:00:00,46.02,7.12
2023-09-24 13:00:00,43.74,7.11
2023-09-24 14:00:00,41.95,7.15
2023-09-24 15:00:00,36.03,5.12
2023-09-24 16:00:00,25.18,5.96
2023-09-24 17:00:00,10.36,6.93
2023-09-24 18:00:00,1.39,6.98
2023-09-24 19:00:00,0.0,7.13
2023-09-24 20:00:00,0.0,6.53
2023-09-24 21:00:00,0.0,6.63
2023-09-24 22:00:00,0.0,6.64
2023-09-24 23:00:00,0.0,6.95
