date,Production(KWh),Consumption(KWh)
2023-11-25 0:00:00,0.0,6.45
2023-11-25 1:00:00,0.0,6.49
2023-11-25 2:00:00,0.0,6.8
2023-11-25 3:00:00,0.0,7.12
2023-11-25 4:00:00,0.0,6.48
2023-11-25 5:00:00,0.0,6.65
2023-11-25 6:00:00,0.0,7.8
2023-11-25 7:00:00,0.0,6.44
2023-11-25 8:00:00,0.62,6.55
2023-11-25 9:00:00,5.57,6.4
2023-11-25 10:00:00,19.92,6.25
2023-11-25 11:00:00,28.85,6.1
2023-11-25 12:00:00,37.83,6.0
2023-11-25 13:00:00,31.47,6.55
2023-11-25 14:00:00,28.5,6.48
2023-11-25 15:00:00,20.77,6.41
2023-11-25 16:00:00,8.06,6.38
2023-11-25 17:00:00,0.71,6.4
2023-11-25 18:00:00,0.0,6.51
2023-11-25 19:00:00,0.0,7.54
2023-11-25 20:00:00,0.0,7.74
2023-11-25 21:00:00,0.0,7.56
2023-11-25 22:00:00,0.0,7.38
2023-11-25 23:00:00,0.0,7.58
