date,Production(KWh),Consumption(KWh)
2023-11-28 0:00:00,0.0,6.46
2023-11-28 1:00:00,0.0,6.39
2023-11-28 2:00:00,0.0,6.34
2023-11-28 3:00:00,0.0,6.44
2023-11-28 4:00:00,0.0,6.55
2023-11-28 5:00:00,0.0,6.43
2023-11-28 6:00:00,0.0,6.53
2023-11-28 7:00:00,0.0,6.52
2023-11-28 8:00:00,0.66,6.4
2023-11-28 9:00:00,2.92,6.49
2023-11-28 10:00:00,20.3,6.43
2023-11-28 11:00:00,34.7,6.45
2023-11-28 12:00:00,38.59,6.73
2023-11-28 13:00:00,38.53,6.61
2023-11-28 14:00:00,34.38,7.13
2023-11-28 15:00:00,23.29,6.97
2023-11-28 16:00:00,7.05,9.55
2023-11-28 17:00:00,0.46,12.13
2023-11-28 18:00:00,0.0,10.97
2023-11-28 19:00:00,0.0,10.97
2023-11-28 20:00:00,0.0,12.85
2023-11-28 21:00:00,0.0,9.96
2023-11-28 22:00:00,0.0,12.16
2023-11-28 23:00:00,0.0,14.35
