date,Production(KWh),Consumption(KWh)
2023-11-29 0:00:00,0.0,16.55
2023-11-29 1:00:00,0.0,18.89
2023-11-29 2:00:00,0.0,18.01
2023-11-29 3:00:00,0.0,17.41
2023-11-29 4:00:00,0.0,19.03
2023-11-29 5:00:00,0.0,8.7
2023-11-29 6:00:00,0.0,8.74
2023-11-29 7:00:00,0.0,9.02
2023-11-29 8:00:00,0.45,8.71
2023-11-29 9:00:00,4.54,8.41
2023-11-29 10:00:00,7.94,8.65
2023-11-29 11:00:00,8.21,8.87
2023-11-29 12:00:00,9.17,9.1
2023-11-29 13:00:00,10.55,11.47
2023-11-29 14:00:00,9.85,13.83
2023-11-29 15:00:00,11.81,13.21
2023-11-29 16:00:00,3.47,13.49
2023-11-29 17:00:00,0.31,13.77
2023-11-29 18:00:00,0.0,15.39
2023-11-29 19:00:00,0.0,14.89
2023-11-29 20:00:00,0.0,15.14
2023-11-29 21:00:00,0.0,15.4
2023-11-29 22:00:00,0.0,15.11
2023-11-29 23:00:00,0.0,14.82
