date,Production(KWh),Consumption(KWh)
2023-08-27 0:00:00,0.0,6.94
2023-08-27 1:00:00,0.0,7.01
2023-08-27 2:00:00,0.0,5.5
2023-08-27 3:00:00,0.0,2.14
2023-08-27 4:00:00,0.0,1.89
2023-08-27 5:00:00,0.0,9.29
2023-08-27 6:00:00,0.12,8.45
2023-08-27 7:00:00,3.98,7.61
2023-08-27 8:00:00,15.13,7.42
2023-08-27 9:00:00,26.3,7.55
2023-08-27 10:00:00,34.29,7.68
2023-08-27 11:00:00,39.21,7.35
2023-08-27 12:00:00,41.41,5.77
2023-08-27 13:00:00,30.74,7.46
2023-08-27 14:00:00,42.94,9.14
2023-08-27 15:00:00,36.59,7.29
2023-08-27 16:00:00,25.62,6.92
2023-08-27 17:00:00,14.09,6.56
2023-08-27 18:00:00,3.99,7.53
2023-08-27 19:00:00,0.4,5.16
2023-08-27 20:00:00,0.0,6.94
2023-08-27 21:00:00,0.0,7.76
2023-08-27 22:00:00,0.0,7.62
2023-08-27 23:00:00,0.0,6.31
