date,Production(KWh),Consumption(KWh)
2023-08-24 0:00:00,0.0,7.89
2023-08-24 1:00:00,0.0,5.54
2023-08-24 2:00:00,0.0,6.95
2023-08-24 3:00:00,0.0,6.93
2023-08-24 4:00:00,0.0,5.7
2023-08-24 5:00:00,0.0,6.47
2023-08-24 6:00:00,0.13,6.61
2023-08-24 7:00:00,3.89,4.88
2023-08-24 8:00:00,12.41,6.8
2023-08-24 9:00:00,27.52,6.72
2023-08-24 10:00:00,37.09,5.81
2023-08-24 11:00:00,31.2,6.69
2023-08-24 12:00:00,34.0,5.85
2023-08-24 13:00:00,30.21,4.78
2023-08-24 14:00:00,29.48,7.05
2023-08-24 15:00:00,10.85,6.79
2023-08-24 16:00:00,22.51,6.53
2023-08-24 17:00:00,14.93,8.67
2023-08-24 18:00:00,4.0,12.34
2023-08-24 19:00:00,0.4,11.02
2023-08-24 20:00:00,0.0,6.96
2023-08-24 21:00:00,0.0,9.22
2023-08-24 22:00:00,0.0,7.82
2023-08-24 23:00:00,0.0,6.48
