date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-21 0:00:00,0.0,0.01,0.0,0.14,0.0,0.15,10.0
2020-06-21 1:00:00,0.0,0.01,0.0,0.14,0.0,0.15,10.0
2020-06-21 2:00:00,0.0,0.01,0.0,0.19,0.0,0.2,10.0
2020-06-21 3:00:00,0.0,0.01,0.0,0.14,0.0,0.15,10.0
2020-06-21 4:00:00,0.0,0.01,0.0,0.11,0.0,0.12,9.0
2020-06-21 5:00:00,0.0,1.51,0.0,0.15,0.0,1.66,9.0
2020-06-21 6:00:00,0.0,3.3,0.0,0.21,0.0,3.51,24.0
2020-06-21 7:00:00,0.0,3.3,0.0,0.38,0.0,3.68,55.0
2020-06-21 8:00:00,0.15,0.17,0.0,0.2,0.0,0.22,87.0
2020-06-21 9:00:00,0.4,0.0,0.0,0.55,0.0,0.15,87.0
2020-06-21 10:00:00,0.59,0.0,0.0,0.61,0.0,0.03,82.0
2020-06-21 11:00:00,0.23,0.0,0.0,0.27,0.0,0.04,74.0
2020-06-21 12:00:00,0.37,0.0,0.0,0.41,0.0,0.04,72.0
2020-06-21 13:00:00,0.31,0.0,0.0,0.34,0.0,0.03,67.0
2020-06-21 14:00:00,1.17,0.0,0.0,1.49,0.0,0.32,61.0
2020-06-21 15:00:00,0.53,0.0,0.0,0.6,0.0,0.08,46.0
2020-06-21 16:00:00,0.28,0.0,0.0,0.31,0.0,0.03,40.0
2020-06-21 17:00:00,0.23,0.0,0.0,0.26,0.0,0.03,37.0
2020-06-21 18:00:00,0.22,0.0,0.0,0.24,0.0,0.02,33.0
2020-06-21 19:00:00,0.23,0.0,0.0,0.26,0.0,0.03,30.0
2020-06-21 20:00:00,0.34,0.0,0.0,0.37,0.0,0.03,27.0
2020-06-21 21:00:00,0.28,0.0,0.0,0.31,0.0,0.03,23.0
2020-06-21 22:00:00,0.22,0.0,0.0,0.25,0.0,0.03,19.0
2020-06-21 23:00:00,0.16,0.0,0.0,0.19,0.0,0.03,16.0
