date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-04-25 0:00:00,0.01,0.01,0.0,0.23,0.0,0.23,16.0
2020-04-25 1:00:00,0.0,2.88,0.0,0.19,0.0,3.07,16.0
2020-04-25 2:00:00,0.0,2.93,0.0,0.19,0.0,3.12,43.0
2020-04-25 3:00:00,0.0,2.57,0.0,0.22,0.0,2.79,72.0
2020-04-25 4:00:00,0.0,0.04,0.0,0.2,0.0,0.24,97.0
2020-04-25 5:00:00,0.0,0.01,0.0,0.24,0.0,0.25,97.0
2020-04-25 6:00:00,0.0,0.01,0.0,0.3,0.0,0.31,97.0
2020-04-25 7:00:00,0.0,0.01,0.0,0.33,0.0,0.34,97.0
2020-04-25 8:00:00,0.29,0.0,0.0,0.35,0.0,0.06,97.0
2020-04-25 9:00:00,0.23,0.0,0.0,0.27,0.0,0.04,94.0
2020-04-25 10:00:00,0.34,0.0,0.0,0.39,0.0,0.04,90.0
2020-04-25 11:00:00,0.34,0.0,0.0,0.36,0.0,0.03,86.0
2020-04-25 12:00:00,0.28,0.0,0.0,0.3,0.0,0.02,81.0
2020-04-25 13:00:00,0.29,0.0,0.0,0.32,0.0,0.02,77.0
2020-04-25 14:00:00,0.32,0.0,0.0,0.35,0.0,0.03,73.0
2020-04-25 15:00:00,0.26,0.0,0.0,0.29,0.0,0.03,69.0
2020-04-25 16:00:00,0.55,0.0,0.0,0.59,0.0,0.05,66.0
2020-04-25 17:00:00,0.36,0.0,0.0,0.39,0.0,0.04,58.0
2020-04-25 18:00:00,0.43,0.0,0.0,0.47,0.0,0.05,53.0
2020-04-25 19:00:00,0.31,0.0,0.0,0.34,0.0,0.03,47.0
2020-04-25 20:00:00,0.31,0.0,0.0,0.34,0.0,0.03,43.0
2020-04-25 21:00:00,0.17,0.0,0.0,0.2,0.0,0.03,39.0
2020-04-25 22:00:00,0.2,0.0,0.0,0.23,0.0,0.03,37.0
2020-04-25 23:00:00,0.23,0.0,0.0,0.26,0.0,0.03,33.0
