date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-03-07 0:00:00,0.0,0.01,0.0,0.21,0.0,0.22,10.0
2020-03-07 1:00:00,0.0,0.01,0.0,0.13,0.0,0.14,10.0
2020-03-07 2:00:00,0.0,0.01,0.0,0.13,0.0,0.14,10.0
2020-03-07 3:00:00,0.0,0.01,0.0,0.12,0.0,0.13,9.0
2020-03-07 4:00:00,0.0,0.01,0.0,0.16,0.0,0.17,9.0
2020-03-07 5:00:00,0.0,0.01,0.0,0.19,0.0,0.19,9.0
2020-03-07 6:00:00,0.0,0.01,0.0,0.23,0.0,0.24,9.0
2020-03-07 7:00:00,0.0,0.01,0.0,0.14,0.0,0.14,9.0
2020-03-07 8:00:00,0.53,0.01,0.0,0.28,0.0,0.17,9.0
2020-03-07 9:00:00,0.32,1.8,0.0,0.59,0.0,2.07,1.0
2020-03-07 10:00:00,0.39,0.0,0.0,0.42,0.0,0.03,16.0
2020-03-07 11:00:00,0.01,0.01,0.0,0.31,0.0,0.3,11.0
2020-03-07 12:00:00,0.0,0.01,0.0,0.31,0.0,0.32,10.0
2020-03-07 13:00:00,0.0,0.01,0.0,0.32,0.0,0.33,10.0
2020-03-07 14:00:00,0.0,0.01,0.0,0.58,0.0,0.59,10.0
2020-03-07 15:00:00,0.0,0.01,0.0,0.31,0.0,0.32,10.0
2020-03-07 16:00:00,0.0,0.01,0.0,0.53,0.0,0.54,10.0
2020-03-07 17:00:00,0.0,0.01,0.0,1.39,0.0,1.4,10.0
2020-03-07 18:00:00,0.0,0.01,0.0,0.56,0.0,0.57,10.0
2020-03-07 19:00:00,0.0,0.01,0.0,0.29,0.0,0.3,9.0
2020-03-07 20:00:00,0.0,0.01,0.0,0.24,0.0,0.24,9.0
2020-03-07 21:00:00,0.0,0.01,0.0,0.3,0.0,0.31,9.0
2020-03-07 22:00:00,0.0,0.01,0.0,0.4,0.0,0.41,9.0
2020-03-07 23:00:00,0.0,0.01,0.0,0.28,0.0,0.29,9.0
