date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-05 0:00:00,0.02,0.01,0.0,0.2,0.0,0.19,45.0
2020-06-05 1:00:00,0.0,2.95,0.0,0.18,0.0,3.13,45.0
2020-06-05 2:00:00,0.0,2.55,0.0,0.19,0.0,2.73,74.0
2020-06-05 3:00:00,0.0,0.07,0.0,0.17,0.0,0.24,98.0
2020-06-05 4:00:00,0.0,0.01,0.0,0.19,0.0,0.2,100.0
2020-06-05 5:00:00,0.0,0.01,0.0,0.34,0.0,0.35,100.0
2020-06-05 6:00:00,0.0,0.01,0.0,0.3,0.0,0.31,100.0
2020-06-05 7:00:00,0.0,0.01,0.0,0.29,0.0,0.3,100.0
2020-06-05 8:00:00,0.22,0.0,0.0,0.27,0.0,0.05,100.0
2020-06-05 9:00:00,0.21,0.0,0.0,0.24,0.0,0.03,97.0
2020-06-05 10:00:00,0.39,0.0,0.0,0.54,0.0,0.15,94.0
2020-06-05 11:00:00,0.19,0.0,0.0,0.22,0.0,0.03,87.0
2020-06-05 12:00:00,0.2,0.0,0.0,0.23,0.0,0.03,85.0
2020-06-05 13:00:00,0.26,0.0,0.0,0.3,0.0,0.03,82.0
2020-06-05 14:00:00,0.24,0.0,0.0,0.27,0.0,0.03,77.0
2020-06-05 15:00:00,0.31,0.0,0.0,0.34,0.0,0.03,74.0
2020-06-05 16:00:00,0.71,0.0,0.0,0.78,0.0,0.07,70.0
2020-06-05 17:00:00,0.48,0.0,0.0,0.52,0.0,0.04,61.0
2020-06-05 18:00:00,0.23,0.0,0.0,0.25,0.0,0.03,55.0
2020-06-05 19:00:00,0.22,0.0,0.0,0.25,0.0,0.03,52.0
2020-06-05 20:00:00,0.23,0.0,0.0,0.26,0.0,0.03,48.0
2020-06-05 21:00:00,0.29,0.0,0.0,0.33,0.0,0.04,45.0
2020-06-05 22:00:00,0.2,0.0,0.0,0.23,0.0,0.03,41.0
2020-06-05 23:00:00,0.23,0.0,0.0,0.26,0.0,0.03,39.0
