date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-01-11 0:00:00,0.0,0.01,0.0,1.12,0.0,1.13,8.0
2020-01-11 1:00:00,0.0,0.01,0.0,0.73,0.0,0.74,8.0
2020-01-11 2:00:00,0.0,0.01,0.0,0.16,0.0,0.17,8.0
2020-01-11 3:00:00,0.0,0.01,0.0,0.15,0.0,0.15,8.0
2020-01-11 4:00:00,0.0,0.01,0.0,0.15,0.0,0.16,8.0
2020-01-11 5:00:00,0.0,1.77,0.0,0.29,0.0,2.07,8.0
2020-01-11 6:00:00,0.0,3.3,0.0,0.22,0.0,3.52,24.0
2020-01-11 7:00:00,0.0,3.22,0.0,0.24,0.0,3.46,55.0
2020-01-11 8:00:00,0.26,0.23,0.0,0.31,0.0,0.27,85.0
2020-01-11 9:00:00,0.55,0.0,0.0,0.6,0.0,0.05,84.0
2020-01-11 10:00:00,1.01,0.0,0.0,1.24,0.0,0.23,77.0
2020-01-11 11:00:00,0.46,0.0,0.0,0.49,0.0,0.04,67.0
2020-01-11 12:00:00,0.28,0.0,0.0,0.31,0.0,0.03,61.0
2020-01-11 13:00:00,0.42,0.0,0.0,0.46,0.0,0.05,57.0
2020-01-11 14:00:00,1.42,0.0,0.0,1.46,0.0,0.06,52.0
2020-01-11 15:00:00,0.8,0.0,0.0,0.87,0.0,0.07,33.0
2020-01-11 16:00:00,0.8,0.0,0.0,0.62,0.0,0.05,24.0
2020-01-11 17:00:00,0.4,0.01,0.0,2.63,0.0,2.42,14.0
2020-01-11 18:00:00,0.0,0.01,0.0,2.97,0.0,2.98,10.0
2020-01-11 19:00:00,0.0,0.01,0.0,1.08,0.0,1.09,10.0
2020-01-11 20:00:00,0.0,0.01,0.0,1.08,0.0,1.08,10.0
2020-01-11 21:00:00,0.0,0.01,0.0,0.97,0.0,0.98,9.0
2020-01-11 22:00:00,0.0,0.01,0.0,0.54,0.0,0.55,9.0
2020-01-11 23:00:00,0.0,0.01,0.0,0.32,0.0,0.33,9.0
