date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-04-08 0:0:00,0.0,0.12,0.0,4.27,0.0,4.39,10.0
2020-04-08 0:15:00,0.0,1.8000000000000007,0.0,264.29,0.0,266.09,10.0
2020-04-08 0:30:00,0.0,1.8000000000000007,0.0,193.06,0.0,194.85999999999999,10.0
2020-04-08 0:45:00,0.0,1.8000000000000007,0.0,45.849999999999994,0.0,47.650000000000006,10.0
2020-04-08 1:0:00,0.0,1.8000000000000007,0.0,44.7,0.0,46.5,10.0
2020-04-08 1:15:00,0.0,1.8000000000000007,0.0,43.49999999999999,0.0,45.300000000000004,10.0
2020-04-08 1:30:00,0.0,1.8000000000000007,0.0,42.93,0.0,44.73000000000001,10.0
2020-04-08 1:45:00,0.0,1.8000000000000007,0.0,39.72,0.0,41.52,10.0
2020-04-08 2:0:00,0.0,1.8000000000000007,0.0,39.3,0.0,41.099999999999994,10.0
2020-04-08 2:15:00,0.0,1.8000000000000007,0.0,38.99,0.0,40.790000000000006,10.0
2020-04-08 2:30:00,0.0,1.8000000000000007,0.0,38.17,0.0,39.97,10.0
2020-04-08 2:45:00,0.0,1.8000000000000007,0.0,55.300000000000004,0.0,57.10000000000001,10.0
2020-04-08 3:0:00,0.0,1.8000000000000007,0.0,71.1,0.0,72.9,10.0
2020-04-08 3:15:00,0.0,1.8000000000000007,0.0,71.92999999999999,0.0,73.72999999999999,10.0
2020-04-08 3:30:00,0.0,254.95999999999998,0.0,84.45999999999998,0.0,339.42,9.0
2020-04-08 3:45:00,2.07,76.88000000000005,0.0,41.76,0.0,116.57,9.0
2020-04-08 4:0:00,0.0,1.8000000000000007,0.0,37.620000000000005,0.0,39.42,10.0
2020-04-08 4:15:00,0.0,1.8000000000000007,0.0,37.4,0.0,39.2,10.0
2020-04-08 4:30:00,0.0,1.8000000000000007,0.0,37.19,0.0,38.989999999999995,10.0
2020-04-08 4:45:00,0.0,1.8000000000000007,0.0,37.15,0.0,38.95,10.0
2020-04-08 5:0:00,0.0,1.8000000000000007,0.0,37.190000000000005,0.0,38.99,10.0
2020-04-08 5:15:00,0.0,1.8000000000000007,0.0,37.42,0.0,39.220000000000006,10.0
2020-04-08 5:30:00,0.0,1.8000000000000007,0.0,37.62,0.0,39.42,10.0
2020-04-08 5:45:00,0.0,1.8000000000000007,0.0,37.42000000000001,0.0,39.220000000000006,10.0
2020-04-08 6:0:00,0.0,1.8000000000000007,0.0,38.74999999999999,0.0,40.550000000000004,10.0
2020-04-08 6:15:00,0.0,1.8000000000000007,0.0,50.46000000000001,0.0,52.260000000000005,10.0
2020-04-08 6:30:00,0.0,1.8000000000000007,0.0,55.169999999999995,0.0,56.97,10.0
2020-04-08 6:45:00,0.0,1.8000000000000007,0.0,70.92999999999998,0.0,72.73,10.0
2020-04-08 7:0:00,0.0,1.8100000000000005,0.0,61.2,0.0,63.010000000000005,10.0
2020-04-08 7:15:00,0.0,1.8400000000000007,0.0,57.58,0.0,59.42,10.0
2020-04-08 7:30:00,0.0,1.8600000000000008,4.05,44.14,0.0,41.95,10.0
2020-04-08 7:45:00,0.0,1.8100000000000005,12.440000000000001,36.61,0.0,25.98,10.0
2020-04-08 8:0:00,0.0,1.8000000000000007,12.13,36.81,0.0,26.48,10.0
2020-04-08 8:15:00,0.0,1.8000000000000007,15.48,36.32999999999999,0.0,22.649999999999995,10.0
2020-04-08 8:30:00,0.0,2.33,31.57,36.91,1.13,8.799999999999999,10.0
2020-04-08 8:45:00,0.0,2.950000000000001,67.46999999999998,591.98,0.53,527.99,10.0
2020-04-08 9:0:00,0.0,1.8000000000000007,53.78,841.4399999999998,0.0,789.4599999999999,10.0
2020-04-08 9:15:00,0.0,18.25,69.07000000000001,162.98,0.78,112.93999999999997,10.0
2020-04-08 9:30:00,0.0,14.37,72.35,71.58,0.95,14.55,10.0
2020-04-08 9:45:00,0.0,10.909999999999998,73.92999999999999,71.13,0.21999999999999997,8.33,10.0
2020-04-08 10:0:00,0.0,1.7500000000000004,65.87,96.75999999999999,0.0,32.63999999999999,10.0
2020-04-08 10:15:00,0.0,42.8,129.86,96.22000000000001,2.09,11.25,10.0
2020-04-08 10:30:00,0.0,15.619999999999992,88.17999999999999,84.41000000000003,0.98,12.830000000000002,10.0
2020-04-08 10:45:00,0.0,3.5100000000000007,79.41999999999999,83.86999999999998,1.65,9.61,10.0
2020-04-08 11:0:00,0.0,11.730000000000002,95.91,82.2,3.36,1.3800000000000001,10.0
2020-04-08 11:15:00,0.0,10.32,90.28,77.21999999999998,3.73,0.99,10.0
2020-04-08 11:30:00,0.0,50.690000000000005,115.97999999999998,58.37,6.920000000000001,0.0,10.0
2020-04-08 11:45:00,0.0,177.31,230.50000000000003,57.92999999999999,2.3099999999999996,7.050000000000001,10.0
2020-04-08 12:0:00,0.0,302.37,345.68,64.18,0.67,21.54,11.0
2020-04-08 12:15:00,55.57000000000001,242.45000000000005,404.84,234.33999999999997,0.4,16.779999999999998,14.0
2020-04-08 12:30:00,0.0,194.98,250.99000000000004,52.64000000000001,4.73,1.36,15.0
2020-04-08 12:45:00,0.0,152.77,223.7,71.16000000000001,3.1799999999999997,3.4099999999999997,17.0
2020-04-08 13:0:00,0.0,175.20999999999995,257.39,80.3,4.42,2.5400000000000005,18.0
2020-04-08 13:15:00,151.83,143.35,253.79,271.4,4.38,13.510000000000002,20.0
2020-04-08 13:30:00,361.9,19.2,219.59,568.3700000000001,4.2299999999999995,10.31,20.0
2020-04-08 13:45:00,403.5,2.2199999999999998,116.8,530.53,3.77,16.22,16.0
2020-04-08 14:0:00,118.97999999999999,8.759999999999998,163.41,533.46,2.91,262.74,11.0
2020-04-08 14:15:00,3.18,23.259999999999998,142.63,388.8,1.8499999999999999,268.1,10.0
