date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-01-27 0:00:00,0.02,0.01,0.0,0.04,0.0,0.03,70.0
2020-01-27 1:00:00,0.0,0.01,0.0,0.02,0.0,0.03,69.0
2020-01-27 2:00:00,0.02,0.01,0.0,0.05,0.0,0.03,69.0
2020-01-27 3:00:00,0.01,0.01,0.0,0.03,0.0,0.03,69.0
2020-01-27 4:00:00,0.0,0.01,0.0,0.02,0.0,0.03,68.0
2020-01-27 5:00:00,0.03,0.01,0.0,0.05,0.0,0.03,68.0
2020-01-27 6:00:00,0.01,0.01,0.0,0.03,0.0,0.03,68.0
2020-01-27 7:00:00,0.0,0.01,0.0,0.02,0.0,0.03,67.0
2020-01-27 8:00:00,0.03,0.01,0.0,0.05,0.0,0.03,67.0
2020-01-27 9:00:00,0.01,0.03,0.02,0.02,0.0,0.02,67.0
2020-01-27 10:00:00,0.0,0.01,0.0,0.01,0.0,0.01,67.0
2020-01-27 11:00:00,0.0,0.16,0.19,0.04,0.0,0.01,66.0
2020-01-27 12:00:00,0.0,0.65,0.66,0.02,0.0,0.01,66.0
2020-01-27 13:00:00,0.0,0.39,0.39,0.0,0.0,0.0,72.0
2020-01-27 14:00:00,0.02,0.05,0.05,0.04,0.0,0.02,76.0
2020-01-27 15:00:00,0.01,0.2,0.2,0.02,0.0,0.01,75.0
2020-01-27 16:00:00,0.0,0.01,0.01,0.0,0.0,0.0,76.0
2020-01-27 17:00:00,0.02,0.0,0.0,0.03,0.0,0.02,76.0
2020-01-27 18:00:00,0.02,0.01,0.0,0.04,0.0,0.02,75.0
2020-01-27 19:00:00,0.0,0.01,0.0,0.02,0.0,0.03,75.0
2020-01-27 20:00:00,0.02,0.01,0.0,0.04,0.0,0.03,75.0
2020-01-27 21:00:00,0.03,0.0,0.0,0.06,0.0,0.03,74.0
2020-01-27 22:00:00,0.0,0.01,0.0,0.02,0.0,0.03,74.0
2020-01-27 23:00:00,0.0,0.01,0.0,0.02,0.0,0.03,74.0
