date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-05-08 0:00:00,0.04,0.0,0.0,0.06,0.0,0.03,84.0
2020-05-08 1:00:00,0.01,0.01,0.0,0.03,0.0,0.03,83.0
2020-05-08 2:00:00,0.03,0.01,0.0,0.05,0.0,0.03,83.0
2020-05-08 3:00:00,0.03,0.0,0.0,0.05,0.0,0.03,82.0
2020-05-08 4:00:00,0.01,0.01,0.0,0.03,0.0,0.03,82.0
2020-05-08 5:00:00,0.0,0.01,0.0,0.06,0.0,0.06,81.0
2020-05-08 6:00:00,0.0,0.01,0.0,0.02,0.0,0.02,81.0
2020-05-08 7:00:00,0.0,0.01,0.0,0.05,0.0,0.06,81.0
2020-05-08 8:00:00,0.0,0.0,0.0,0.01,0.0,0.01,81.0
2020-05-08 9:00:00,0.02,0.07,0.08,0.05,0.0,0.02,80.0
2020-05-08 10:00:00,0.0,0.26,0.27,0.02,0.0,0.01,81.0
2020-05-08 11:00:00,0.0,0.98,1.0,0.03,0.0,0.01,82.0
2020-05-08 12:00:00,0.0,0.48,1.06,0.06,0.53,0.0,91.0
2020-05-08 13:00:00,0.0,0.0,1.04,0.04,1.01,0.0,100.0
2020-05-08 14:00:00,0.0,0.0,0.99,0.07,0.92,0.0,100.0
2020-05-08 15:00:00,0.0,0.0,0.77,0.03,0.74,0.0,100.0
2020-05-08 16:00:00,0.0,0.0,0.52,0.06,0.46,0.0,100.0
2020-05-08 17:00:00,1.02,0.11,0.27,0.03,1.15,0.0,100.0
2020-05-08 18:00:00,0.0,0.24,0.26,0.03,0.0,0.01,88.0
2020-05-08 19:00:00,0.01,0.09,0.11,0.05,0.0,0.01,89.0
2020-05-08 20:00:00,0.0,0.0,0.0,0.01,0.0,0.01,89.0
2020-05-08 21:00:00,0.04,0.0,0.0,0.06,0.0,0.03,89.0
2020-05-08 22:00:00,0.0,0.01,0.0,0.02,0.0,0.03,88.0
2020-05-08 23:00:00,0.03,0.0,0.0,0.06,0.0,0.03,88.0
