date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-12-21 0:00:00,0.0,0.01,0.0,0.46,0.0,0.47,9.0
2020-12-21 1:00:00,0.0,0.01,0.0,0.27,0.0,0.27,9.0
2020-12-21 2:00:00,0.0,0.01,0.0,0.28,0.0,0.29,9.0
2020-12-21 3:00:00,0.0,0.01,0.0,0.3,0.0,0.31,9.0
2020-12-21 4:00:00,0.0,0.01,0.0,0.3,0.0,0.31,9.0
2020-12-21 5:00:00,0.0,0.01,0.0,0.27,0.0,0.28,8.0
2020-12-21 6:00:00,0.0,0.01,0.0,0.26,0.0,0.27,8.0
2020-12-21 7:00:00,0.0,0.01,0.0,0.82,0.0,0.83,8.0
2020-12-21 8:00:00,0.0,0.01,0.0,1.09,0.0,1.09,8.0
2020-12-21 9:00:00,0.0,0.01,0.02,0.87,0.0,0.86,8.0
2020-12-21 10:00:00,0.0,0.01,0.06,0.98,0.0,0.92,8.0
2020-12-21 11:00:00,0.0,0.24,0.05,1.29,0.0,1.48,8.0
2020-12-21 12:00:00,0.0,0.12,0.06,1.02,0.0,1.08,9.0
2020-12-21 13:00:00,0.0,0.01,0.08,1.4,0.0,1.33,10.0
2020-12-21 14:00:00,0.0,0.01,0.03,1.48,0.0,1.46,10.0
2020-12-21 15:00:00,0.0,0.01,0.0,2.04,0.0,2.04,10.0
2020-12-21 16:00:00,0.0,0.01,0.0,4.27,0.0,4.28,10.0
2020-12-21 17:00:00,0.0,0.01,0.0,3.57,0.0,3.58,10.0
2020-12-21 18:00:00,0.0,0.01,0.0,2.79,0.0,2.79,10.0
2020-12-21 19:00:00,0.0,0.01,0.0,1.71,0.0,1.71,10.0
2020-12-21 20:00:00,0.0,0.01,0.0,2.5,0.0,2.51,9.0
2020-12-21 21:00:00,0.0,0.01,0.0,1.54,0.0,1.54,9.0
2020-12-21 22:00:00,0.0,0.01,0.0,1.05,0.0,1.06,9.0
2020-12-21 23:00:00,0.0,0.01,0.0,0.78,0.0,0.79,9.0
