date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-05-08 0:00:00,0.0,0.01,0.0,0.56,0.0,0.57,10.0
2020-05-08 1:00:00,0.0,0.01,0.0,0.28,0.0,0.29,9.0
2020-05-08 2:00:00,0.0,0.01,0.0,0.3,0.0,0.31,9.0
2020-05-08 3:00:00,0.0,0.01,0.0,0.28,0.0,0.29,9.0
2020-05-08 4:00:00,0.0,0.01,0.0,0.22,0.0,0.23,9.0
2020-05-08 5:00:00,0.0,0.01,0.0,0.25,0.0,0.26,9.0
2020-05-08 6:00:00,0.0,0.01,0.0,0.26,0.0,0.27,9.0
2020-05-08 7:00:00,0.0,0.01,0.0,0.47,0.0,0.48,9.0
2020-05-08 8:00:00,0.0,0.01,0.02,0.58,0.0,0.57,8.0
2020-05-08 9:00:00,0.0,0.01,0.12,0.93,0.0,0.82,8.0
2020-05-08 10:00:00,0.0,0.04,0.29,0.77,0.01,0.53,8.0
2020-05-08 11:00:00,0.0,0.46,0.96,0.72,0.02,0.24,8.0
2020-05-08 12:00:00,0.0,0.8,1.02,0.31,0.0,0.09,11.0
2020-05-08 13:00:00,0.16,0.47,1.01,0.82,0.0,0.12,18.0
2020-05-08 14:00:00,0.01,0.75,0.96,0.24,0.0,0.03,19.0
2020-05-08 15:00:00,0.0,0.58,0.76,0.16,0.02,0.0,26.0
2020-05-08 16:00:00,0.24,0.12,0.56,0.94,0.0,0.26,31.0
2020-05-08 17:00:00,1.11,0.05,0.27,0.17,1.21,0.05,30.0
2020-05-08 18:00:00,0.02,0.09,0.27,0.25,0.01,0.06,17.0
2020-05-08 19:00:00,0.24,0.03,0.14,0.42,0.01,0.07,17.0
2020-05-08 20:00:00,0.29,0.0,0.01,0.62,0.0,0.33,14.0
2020-05-08 21:00:00,0.0,0.01,0.0,1.16,0.0,1.17,10.0
2020-05-08 22:00:00,0.0,0.01,0.0,1.0,0.0,1.01,10.0
2020-05-08 23:00:00,0.0,0.01,0.0,0.93,0.0,0.94,10.0
