date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-04-07 0:00:00,0.0,0.01,0.0,0.91,0.0,0.92,9.0
2020-04-07 1:00:00,0.0,0.01,0.0,0.84,0.0,0.85,9.0
2020-04-07 2:00:00,0.0,0.01,0.0,0.86,0.0,0.87,9.0
2020-04-07 3:00:00,0.0,0.01,0.0,0.52,0.0,0.52,9.0
2020-04-07 4:00:00,0.0,0.01,0.0,0.44,0.0,0.45,9.0
2020-04-07 5:00:00,0.0,0.01,0.0,0.22,0.0,0.23,9.0
2020-04-07 6:00:00,0.0,0.01,0.0,0.24,0.0,0.25,9.0
2020-04-07 7:00:00,0.0,0.01,0.0,0.24,0.0,0.25,8.0
2020-04-07 8:00:00,0.0,0.01,0.0,0.32,0.0,0.33,8.0
2020-04-07 9:00:00,0.0,0.01,0.11,1.04,0.0,0.95,8.0
2020-04-07 10:00:00,0.0,0.19,0.43,0.51,0.02,0.29,8.0
2020-04-07 11:00:00,0.0,0.55,0.71,0.28,0.02,0.14,9.0
2020-04-07 12:00:00,0.32,0.23,0.6,1.99,0.0,1.3,13.0
2020-04-07 13:00:00,0.22,0.16,0.71,1.0,0.0,0.23,12.0
2020-04-07 14:00:00,0.03,0.45,0.77,0.35,0.02,0.02,10.0
2020-04-07 15:00:00,0.18,0.3,0.69,0.63,0.0,0.05,14.0
2020-04-07 16:00:00,0.41,0.1,0.35,0.79,0.0,0.13,14.0
2020-04-07 17:00:00,0.0,0.01,0.12,2.27,0.0,2.15,10.0
2020-04-07 18:00:00,0.0,0.01,0.1,0.42,0.0,0.33,10.0
2020-04-07 19:00:00,0.0,0.01,0.08,0.44,0.0,0.37,10.0
2020-04-07 20:00:00,0.0,0.01,0.04,0.36,0.0,0.32,10.0
2020-04-07 21:00:00,0.0,0.01,0.01,0.33,0.0,0.33,10.0
2020-04-07 22:00:00,0.0,0.01,0.0,1.04,0.0,1.05,10.0
2020-04-07 23:00:00,0.0,0.01,0.0,0.63,0.0,0.64,10.0
