date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-10-24 0:00:00,0.0,0.01,0.0,0.92,0.0,0.93,8.0
2020-10-24 1:00:00,0.0,0.01,0.0,0.5,0.0,0.5,8.0
2020-10-24 2:00:00,0.0,0.01,0.0,0.6,0.0,0.61,8.0
2020-10-24 3:00:00,0.0,0.01,0.0,0.35,0.0,0.36,8.0
2020-10-24 4:00:00,0.0,0.01,0.0,0.53,0.0,0.54,8.0
2020-10-24 5:00:00,0.0,0.29,0.0,0.69,0.0,0.98,8.0
2020-10-24 6:00:00,0.0,0.01,0.0,0.47,0.0,0.47,10.0
2020-10-24 7:00:00,0.0,0.01,0.0,0.54,0.0,0.55,10.0
2020-10-24 8:00:00,0.0,0.01,0.01,0.7,0.0,0.7,10.0
2020-10-24 9:00:00,0.0,0.01,0.08,1.73,0.0,1.66,9.0
2020-10-24 10:00:00,0.0,0.01,0.26,1.63,0.05,1.43,9.0
2020-10-24 11:00:00,0.0,0.01,0.91,0.85,0.34,0.3,9.0
2020-10-24 12:00:00,0.0,0.01,1.25,0.99,1.03,0.78,9.0
2020-10-24 13:00:00,0.0,0.01,0.92,0.21,0.8,0.1,9.0
2020-10-24 14:00:00,0.0,0.07,0.67,0.7,0.25,0.35,9.0
2020-10-24 15:00:00,0.01,0.19,0.29,0.83,0.0,0.73,9.0
2020-10-24 16:00:00,0.0,0.01,0.14,2.27,0.0,2.15,10.0
2020-10-24 17:00:00,0.0,0.01,0.08,1.82,0.0,1.75,10.0
2020-10-24 18:00:00,0.0,0.01,0.0,0.7,0.0,0.71,10.0
2020-10-24 19:00:00,0.0,0.01,0.0,0.98,0.0,0.99,10.0
2020-10-24 20:00:00,0.0,0.01,0.0,0.99,0.0,1.0,10.0
2020-10-24 21:00:00,0.0,0.01,0.0,1.07,0.0,1.08,10.0
2020-10-24 22:00:00,0.0,0.01,0.0,1.18,0.0,1.19,10.0
2020-10-24 23:00:00,0.0,0.01,0.0,1.23,0.0,1.23,10.0
