date,Production(KWh),Consumption(KWh)
2023-10-27 0:00:00,0.0,9.8
2023-10-27 1:00:00,0.0,9.4
2023-10-27 2:00:00,0.0,9.3
2023-10-27 3:00:00,0.0,8.9
2023-10-27 4:00:00,0.0,8.4
2023-10-27 5:00:00,0.0,8.1
2023-10-27 6:00:00,0.0,7.9
2023-10-27 7:00:00,0.3,7.9
2023-10-27 8:00:00,4.2,8.1
2023-10-27 9:00:00,20.7,8.8
2023-10-27 10:00:00,31.6,9.6
2023-10-27 11:00:00,37.3,10.5
2023-10-27 12:00:00,39.5,11.3
2023-10-27 13:00:00,38.6,8.1
2023-10-27 14:00:00,34.5,8.0
2023-10-27 15:00:00,26.7,7.9
2023-10-27 16:00:00,14.8,8.1
2023-10-27 17:00:00,3.1,8.3
2023-10-27 18:00:00,0.0,8.2
2023-10-27 19:00:00,0.0,8.2
2023-10-27 20:00:00,0.0,8.5
2023-10-27 21:00:00,0.0,8.5
2023-10-27 22:00:00,0.0,8.5
2023-10-27 23:00:00,0.0,8.3
