date,Production(KWh),Consumption(KWh)
2023-10-22 0:00:00,0.0,6.7
2023-10-22 1:00:00,0.0,6.6
2023-10-22 2:00:00,0.0,6.6
2023-10-22 3:00:00,0.0,6.7
2023-10-22 4:00:00,0.0,6.8
2023-10-22 5:00:00,0.0,6.8
2023-10-22 6:00:00,0.0,6.8
2023-10-22 7:00:00,0.2,6.8
2023-10-22 8:00:00,8.0,7.0
2023-10-22 9:00:00,26.7,7.0
2023-10-22 10:00:00,35.9,7.0
2023-10-22 11:00:00,40.8,7.3
2023-10-22 12:00:00,42.6,7.5
2023-10-22 13:00:00,41.8,7.5
2023-10-22 14:00:00,38.0,7.7
2023-10-22 15:00:00,30.1,7.8
2023-10-22 16:00:00,18.2,7.9
2023-10-22 17:00:00,4.9,8.2
2023-10-22 18:00:00,0.2,7.1
2023-10-22 19:00:00,0.0,7.4
2023-10-22 20:00:00,0.0,7.7
2023-10-22 21:00:00,0.0,8.2
2023-10-22 22:00:00,0.0,8.2
2023-10-22 23:00:00,0.0,8.0
