date,Production(KWh),Consumption(KWh)
2023-08-31 0:00:00,0.0,8.9
2023-08-31 1:00:00,0.0,5.7
2023-08-31 2:00:00,0.0,5.1
2023-08-31 3:00:00,0.0,4.8
2023-08-31 4:00:00,0.0,5.1
2023-08-31 5:00:00,0.0,6.0
2023-08-31 6:00:00,0.1,6.8
2023-08-31 7:00:00,5.2,7.6
2023-08-31 8:00:00,15.6,8.1
2023-08-31 9:00:00,27.1,8.6
2023-08-31 10:00:00,35.1,9.1
2023-08-31 11:00:00,30.1,9.9
2023-08-31 12:00:00,42.9,10.7
2023-08-31 13:00:00,43.4,11.4
2023-08-31 14:00:00,40.6,11.9
2023-08-31 15:00:00,33.6,12.1
2023-08-31 16:00:00,25.8,11.7
2023-08-31 17:00:00,14.4,10.9
2023-08-31 18:00:00,2.6,10.0
2023-08-31 19:00:00,0.2,9.4
2023-08-31 20:00:00,0.0,9.0
2023-08-31 21:00:00,0.0,8.7
2023-08-31 22:00:00,0.0,8.2
2023-08-31 23:00:00,0.0,7.7
