date,Production(KWh),Consumption(KWh)
2023-08-23 0:00:00,0.0,8.2
2023-08-23 1:00:00,0.0,7.8
2023-08-23 2:00:00,0.0,7.5
2023-08-23 3:00:00,0.0,7.4
2023-08-23 4:00:00,0.0,7.2
2023-08-23 5:00:00,0.0,7.0
2023-08-23 6:00:00,0.2,6.8
2023-08-23 7:00:00,4.7,6.8
2023-08-23 8:00:00,16.1,7.1
2023-08-23 9:00:00,27.8,7.5
2023-08-23 10:00:00,35.7,8.0
2023-08-23 11:00:00,39.9,8.2
2023-08-23 12:00:00,31.7,8.6
2023-08-23 13:00:00,32.2,8.9
2023-08-23 14:00:00,30.2,9.0
2023-08-23 15:00:00,21.8,9.0
2023-08-23 16:00:00,15.2,8.9
2023-08-23 17:00:00,14.1,8.6
2023-08-23 18:00:00,5.1,8.7
2023-08-23 19:00:00,0.4,8.8
2023-08-23 20:00:00,0.0,8.7
2023-08-23 21:00:00,0.0,8.7
2023-08-23 22:00:00,0.0,8.4
2023-08-23 23:00:00,0.0,8.1
