date,Production(KWh),Consumption(KWh)
2023-11-23 0:00:00,0.0,8.9
2023-11-23 1:00:00,0.0,8.6
2023-11-23 2:00:00,0.0,8.0
2023-11-23 3:00:00,0.0,7.4
2023-11-23 4:00:00,0.0,7.2
2023-11-23 5:00:00,0.0,6.9
2023-11-23 6:00:00,0.0,7.0
2023-11-23 7:00:00,0.0,7.2
2023-11-23 8:00:00,0.0,7.6
2023-11-23 9:00:00,1.4,7.3
2023-11-23 10:00:00,3.8,7.5
2023-11-23 11:00:00,9.4,7.6
2023-11-23 12:00:00,8.8,8.2
2023-11-23 13:00:00,4.8,9.2
2023-11-23 14:00:00,8.9,10.4
2023-11-23 15:00:00,8.7,11.7
2023-11-23 16:00:00,5.4,12.6
2023-11-23 17:00:00,0.2,12.7
2023-11-23 18:00:00,0.0,12.6
2023-11-23 19:00:00,0.0,12.5
2023-11-23 20:00:00,0.0,12.3
2023-11-23 21:00:00,0.0,12.2
2023-11-23 22:00:00,0.0,12.0
2023-11-23 23:00:00,0.0,11.8
