date,Production(KWh),Consumption(KWh)
2023-08-26 0:00:00,0.0,7.0
2023-08-26 1:00:00,0.0,6.8
2023-08-26 2:00:00,0.0,6.9
2023-08-26 3:00:00,0.0,7.1
2023-08-26 4:00:00,0.0,7.0
2023-08-26 5:00:00,0.0,6.3
2023-08-26 6:00:00,0.1,6.3
2023-08-26 7:00:00,4.0,6.6
2023-08-26 8:00:00,14.9,7.2
2023-08-26 9:00:00,26.1,7.9
2023-08-26 10:00:00,34.1,8.7
2023-08-26 11:00:00,38.9,9.5
2023-08-26 12:00:00,41.9,10.3
2023-08-26 13:00:00,43.4,10.9
2023-08-26 14:00:00,40.9,11.1
2023-08-26 15:00:00,35.3,11.2
2023-08-26 16:00:00,22.9,11.2
2023-08-26 17:00:00,13.7,11.3
2023-08-26 18:00:00,5.1,11.3
2023-08-26 19:00:00,0.9,11.1
2023-08-26 20:00:00,0.0,10.4
2023-08-26 21:00:00,0.0,9.7
2023-08-26 22:00:00,0.0,8.8
2023-08-26 23:00:00,0.0,8.0
