date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-05-28 0:00:00,0.0,0.0,0.0,0.1
2020-05-28 1:00:00,0.1,0.0,0.0,0.1
2020-05-28 2:00:00,0.0,0.0,0.0,0.1
2020-05-28 3:00:00,0.0,0.0,0.0,0.0
2020-05-28 4:00:00,0.0,0.0,0.0,0.1
2020-05-28 5:00:00,0.0,0.0,0.0,0.1
2020-05-28 6:00:00,0.0,0.0,0.0,0.0
2020-05-28 7:00:00,0.0,0.4,0.4,0.1
2020-05-28 8:00:00,0.0,1.0,1.0,0.1
2020-05-28 9:00:00,0.0,1.3,1.3,0.0
2020-05-28 10:00:00,0.1,1.2,1.4,0.2
2020-05-28 11:00:00,0.0,1.5,1.8,0.3
2020-05-28 12:00:00,0.0,1.8,2.0,0.2
2020-05-28 13:00:00,0.0,1.8,1.9,0.1
2020-05-28 14:00:00,0.0,0.2,1.7,0.1
2020-05-28 15:00:00,0.0,0.0,1.4,0.1
2020-05-28 16:00:00,0.0,0.0,1.0,0.1
2020-05-28 17:00:00,0.0,0.0,0.6,0.1
2020-05-28 18:00:00,0.0,0.0,0.2,0.1
2020-05-28 19:00:00,0.0,0.0,0.1,0.1
2020-05-28 20:00:00,0.0,0.0,0.0,0.0
2020-05-28 21:00:00,2.2,0.0,0.0,3.3
2020-05-28 22:00:00,0.3,0.0,0.0,0.3
2020-05-28 23:00:00,0.1,0.0,0.0,0.1
