date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-08-26 0:00:00,0.0,0.0,0.0,0.2
2020-08-26 1:00:00,0.0,0.0,0.0,0.2
2020-08-26 2:00:00,0.0,0.0,0.0,0.1
2020-08-26 3:00:00,0.0,0.0,0.0,0.1
2020-08-26 4:00:00,0.0,0.0,0.0,0.1
2020-08-26 5:00:00,0.0,0.0,0.0,0.1
2020-08-26 6:00:00,0.0,0.0,0.0,0.1
2020-08-26 7:00:00,0.0,0.1,0.1,0.1
2020-08-26 8:00:00,0.0,0.6,0.6,0.1
2020-08-26 9:00:00,0.0,0.2,0.2,0.1
2020-08-26 10:00:00,0.6,0.2,0.6,1.3
2020-08-26 11:00:00,0.1,0.1,0.8,5.0
2020-08-26 12:00:00,0.3,0.4,1.6,3.5
2020-08-26 13:00:00,0.1,0.8,1.7,1.9
2020-08-26 14:00:00,0.8,0.2,1.5,2.3
2020-08-26 15:00:00,0.1,0.6,1.2,1.1
2020-08-26 16:00:00,0.0,0.8,0.8,0.1
2020-08-26 17:00:00,0.0,0.4,0.5,0.1
2020-08-26 18:00:00,0.0,0.2,0.3,0.0
2020-08-26 19:00:00,0.0,0.0,0.0,0.1
2020-08-26 20:00:00,0.0,0.0,0.0,0.0
2020-08-26 21:00:00,0.1,0.0,0.0,0.1
2020-08-26 22:00:00,0.0,0.0,0.0,0.0
2020-08-26 23:00:00,0.1,0.0,0.0,0.1
