date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-03-31 0:00:00,0.0,0.0,0.0,0.3
2020-03-31 1:00:00,0.0,0.0,0.0,0.1
2020-03-31 2:00:00,0.0,0.0,0.0,0.2
2020-03-31 3:00:00,0.0,0.0,0.0,0.1
2020-03-31 4:00:00,0.0,0.0,0.0,0.2
2020-03-31 5:00:00,0.0,0.0,0.0,0.1
2020-03-31 6:00:00,0.0,0.0,0.0,0.2
2020-03-31 7:00:00,0.0,0.0,0.0,0.1
2020-03-31 8:00:00,0.0,0.1,0.2,0.1
2020-03-31 9:00:00,0.1,0.6,0.7,0.4
2020-03-31 10:00:00,0.0,1.2,1.5,0.3
2020-03-31 11:00:00,0.0,1.6,1.8,0.2
2020-03-31 12:00:00,0.0,1.7,2.0,0.4
2020-03-31 13:00:00,0.0,1.7,1.9,0.2
2020-03-31 14:00:00,0.0,1.5,1.6,0.2
2020-03-31 15:00:00,0.0,1.2,1.2,0.1
2020-03-31 16:00:00,0.5,0.4,1.0,1.2
2020-03-31 17:00:00,1.2,0.0,0.6,1.8
2020-03-31 18:00:00,0.8,0.0,0.1,0.9
2020-03-31 19:00:00,1.1,0.0,0.0,1.1
2020-03-31 20:00:00,0.8,0.0,0.0,0.9
2020-03-31 21:00:00,1.5,0.0,0.0,1.6
2020-03-31 22:00:00,0.6,0.0,0.0,0.7
2020-03-31 23:00:00,0.5,0.0,0.0,0.6
