date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-05-15 0:00:00,0.0,0.0,0.0,0.0
2020-05-15 1:00:00,0.0,1.0,0.0,0.0
2020-05-15 2:00:00,0.0,1.0,0.0,0.0
2020-05-15 3:00:00,0.0,1.0,0.0,0.1
2020-05-15 4:00:00,0.0,0.1,0.0,0.1
2020-05-15 5:00:00,0.0,0.0,0.0,0.1
2020-05-15 6:00:00,0.0,0.1,0.1,0.0
2020-05-15 7:00:00,0.0,0.3,0.5,0.0
2020-05-15 8:00:00,0.0,0.0,1.0,0.0
2020-05-15 9:00:00,0.0,0.0,1.4,0.2
2020-05-15 10:00:00,0.1,0.1,1.6,0.2
2020-05-15 11:00:00,0.0,0.0,1.8,0.2
2020-05-15 12:00:00,0.0,0.0,1.8,0.1
2020-05-15 13:00:00,0.1,0.1,1.8,0.3
2020-05-15 14:00:00,0.0,0.1,1.6,0.3
2020-05-15 15:00:00,0.3,0.0,1.4,0.7
2020-05-15 16:00:00,2.1,0.0,1.1,3.2
2020-05-15 17:00:00,1.3,0.1,0.6,1.9
2020-05-15 18:00:00,2.3,0.0,0.2,2.5
2020-05-15 19:00:00,0.8,0.0,0.1,1.0
2020-05-15 20:00:00,0.1,0.0,0.0,0.1
2020-05-15 21:00:00,0.1,0.0,0.0,0.1
2020-05-15 22:00:00,0.1,0.0,0.0,0.1
2020-05-15 23:00:00,0.1,0.0,0.0,0.1
