date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-26 0:00:00,0.4,0.0,0.0,0.4
2020-04-26 1:00:00,0.2,0.0,0.0,0.2
2020-04-26 2:00:00,0.1,0.0,0.0,0.2
2020-04-26 3:00:00,0.1,0.0,0.0,0.2
2020-04-26 4:00:00,0.2,0.0,0.0,0.2
2020-04-26 5:00:00,0.1,0.0,0.0,0.1
2020-04-26 6:00:00,0.2,0.0,0.0,0.2
2020-04-26 7:00:00,0.2,0.0,0.0,0.3
2020-04-26 8:00:00,0.0,0.0,0.0,0.0
2020-04-26 9:00:00,0.0,0.0,0.1,0.1
2020-04-26 10:00:00,0.1,0.1,0.1,0.6
2020-04-26 11:00:00,0.0,0.0,0.1,0.7
2020-04-26 12:00:00,0.0,0.0,0.2,0.8
2020-04-26 13:00:00,0.0,0.0,0.2,1.2
2020-04-26 14:00:00,0.0,0.0,0.1,0.5
2020-04-26 15:00:00,0.0,0.0,0.1,0.2
2020-04-26 16:00:00,0.0,0.0,0.1,0.3
2020-04-26 17:00:00,0.0,0.0,0.1,0.3
2020-04-26 18:00:00,0.0,0.0,0.0,0.8
2020-04-26 19:00:00,0.0,0.0,0.0,0.5
2020-04-26 20:00:00,0.0,0.0,0.0,0.4
2020-04-26 21:00:00,0.0,0.0,0.0,0.4
2020-04-26 22:00:00,0.0,0.0,0.0,0.5
2020-04-26 23:00:00,0.0,0.0,0.0,0.4
