date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-12-28 0:00:00,0.0,0.0,0.0,0.8
2020-12-28 1:00:00,0.0,0.0,0.0,0.4
2020-12-28 2:00:00,0.0,0.2,0.0,1.3
2020-12-28 3:00:00,0.0,0.0,0.0,0.0
2020-12-28 4:00:00,0.0,0.0,0.0,0.0
2020-12-28 5:00:00,0.0,0.0,0.0,0.0
2020-12-28 6:00:00,0.0,0.0,0.0,0.0
2020-12-28 7:00:00,0.0,0.0,0.0,0.0
2020-12-28 8:00:00,0.0,0.0,0.0,0.1
2020-12-28 9:00:00,0.0,0.0,0.0,0.0
2020-12-28 10:00:00,0.0,0.1,0.1,0.0
2020-12-28 11:00:00,0.0,0.3,0.3,0.0
2020-12-28 12:00:00,0.0,0.5,0.5,0.0
2020-12-28 13:00:00,0.0,0.4,0.4,0.0
2020-12-28 14:00:00,0.6,0.0,0.1,0.8
2020-12-28 15:00:00,0.2,0.0,0.0,2.5
2020-12-28 16:00:00,0.0,0.0,0.0,2.0
2020-12-28 17:00:00,0.0,0.0,0.0,3.9
2020-12-28 18:00:00,0.0,0.0,0.0,3.9
2020-12-28 19:00:00,0.0,0.0,0.0,4.3
2020-12-28 20:00:00,0.0,0.0,0.0,3.3
2020-12-28 21:00:00,0.0,0.0,0.0,2.2
2020-12-28 22:00:00,0.0,0.0,0.0,2.2
2020-12-28 23:00:00,0.0,0.0,0.0,2.1
