date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-10-13 0:00:00,0.0,0.0,0.0,0.0
2020-10-13 1:00:00,0.0,0.0,0.0,0.1
2020-10-13 2:00:00,0.0,0.0,0.0,0.0
2020-10-13 3:00:00,0.0,0.0,0.0,0.0
2020-10-13 4:00:00,0.0,0.0,0.0,0.0
2020-10-13 5:00:00,0.0,0.0,0.0,0.0
2020-10-13 6:00:00,0.0,0.0,0.0,0.0
2020-10-13 7:00:00,0.0,0.0,0.0,0.0
2020-10-13 8:00:00,0.0,0.0,0.0,0.0
2020-10-13 9:00:00,0.0,0.1,0.1,0.0
2020-10-13 10:00:00,0.0,0.6,0.6,0.0
2020-10-13 11:00:00,0.0,0.0,0.7,0.0
2020-10-13 12:00:00,0.0,0.0,0.7,0.1
2020-10-13 13:00:00,0.0,0.0,1.3,0.0
2020-10-13 14:00:00,0.0,0.0,0.7,0.1
2020-10-13 15:00:00,0.0,0.0,0.9,0.0
2020-10-13 16:00:00,0.0,0.1,0.5,0.1
2020-10-13 17:00:00,0.0,0.0,0.2,0.0
2020-10-13 18:00:00,0.0,0.0,0.0,0.0
2020-10-13 19:00:00,0.0,0.0,0.0,0.0
2020-10-13 20:00:00,0.0,0.0,0.0,0.1
2020-10-13 21:00:00,0.0,0.0,0.0,0.0
2020-10-13 22:00:00,0.0,0.0,0.0,0.1
2020-10-13 23:00:00,0.0,0.0,0.0,0.0
