date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-07-07 0:00:00,0.1,0.0,0.0,0.1
2020-07-07 1:00:00,0.0,0.0,0.0,0.1
2020-07-07 2:00:00,0.0,0.0,0.0,0.0
2020-07-07 3:00:00,0.0,0.0,0.0,0.1
2020-07-07 4:00:00,0.0,0.0,0.0,0.0
2020-07-07 5:00:00,0.0,0.0,0.0,0.1
2020-07-07 6:00:00,0.0,0.0,0.0,0.0
2020-07-07 7:00:00,0.0,0.0,0.0,0.0
2020-07-07 8:00:00,0.0,0.0,0.0,0.0
2020-07-07 9:00:00,1.6,0.0,0.2,1.8
2020-07-07 10:00:00,0.3,0.1,0.2,0.4
2020-07-07 11:00:00,0.4,0.2,0.3,0.9
2020-07-07 12:00:00,0.0,0.4,0.5,0.0
2020-07-07 13:00:00,0.1,0.2,0.5,0.3
2020-07-07 14:00:00,0.1,0.1,0.3,0.2
2020-07-07 15:00:00,0.0,0.1,0.2,0.0
2020-07-07 16:00:00,0.0,0.1,0.2,0.1
2020-07-07 17:00:00,0.9,0.0,0.1,1.0
2020-07-07 18:00:00,1.5,0.0,0.1,2.6
2020-07-07 19:00:00,0.0,0.0,0.0,0.3
2020-07-07 20:00:00,0.0,0.0,0.0,0.1
2020-07-07 21:00:00,0.0,0.0,0.0,0.3
2020-07-07 22:00:00,0.0,0.0,0.0,0.3
2020-07-07 23:00:00,0.0,0.0,0.0,0.1
