date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-16 0:00:00,0.0,0.0,0.0,0.3
2020-04-16 1:00:00,0.0,0.0,0.0,0.1
2020-04-16 2:00:00,0.0,0.0,0.0,0.1
2020-04-16 3:00:00,0.0,0.0,0.0,0.1
2020-04-16 4:00:00,0.0,0.0,0.0,0.1
2020-04-16 5:00:00,0.0,0.0,0.0,0.1
2020-04-16 6:00:00,0.0,0.0,0.0,0.1
2020-04-16 7:00:00,0.0,0.2,0.2,0.1
2020-04-16 8:00:00,0.0,0.2,0.5,0.1
2020-04-16 9:00:00,0.0,0.0,1.2,1.3
2020-04-16 10:00:00,0.0,0.0,1.4,3.2
2020-04-16 11:00:00,0.0,0.0,1.6,0.9
2020-04-16 12:00:00,0.0,0.0,1.7,0.1
2020-04-16 13:00:00,0.0,0.0,1.7,0.3
2020-04-16 14:00:00,0.0,0.1,1.0,0.2
2020-04-16 15:00:00,0.0,0.0,1.0,0.3
2020-04-16 16:00:00,0.0,0.0,0.9,0.1
2020-04-16 17:00:00,0.0,0.0,0.5,1.1
2020-04-16 18:00:00,0.0,0.0,0.0,0.5
2020-04-16 19:00:00,0.0,0.0,0.0,1.1
2020-04-16 20:00:00,0.0,0.0,0.0,1.6
2020-04-16 21:00:00,0.0,0.0,0.0,0.6
2020-04-16 22:00:00,0.0,0.0,0.0,0.6
2020-04-16 23:00:00,0.0,0.0,0.0,0.4
