date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-03-29 0:00:00,0.9,0.0,0.0,0.9
2020-03-29 1:00:00,0.8,0.0,0.0,0.9
2020-03-29 4:00:00,0.5,0.0,0.0,0.5
2020-03-29 5:00:00,0.2,0.0,0.0,0.3
2020-03-29 6:00:00,0.2,0.0,0.0,0.2
2020-03-29 7:00:00,0.2,0.0,0.0,0.3
2020-03-29 8:00:00,0.0,0.1,0.2,0.2
2020-03-29 9:00:00,0.0,1.1,1.3,0.3
2020-03-29 10:00:00,0.0,0.9,1.1,0.2
2020-03-29 11:00:00,0.0,0.8,1.1,0.2
2020-03-29 12:00:00,0.0,1.4,2.0,0.6
2020-03-29 13:00:00,0.5,0.2,2.0,2.6
2020-03-29 14:00:00,0.1,1.1,1.8,0.9
2020-03-29 15:00:00,0.0,1.3,1.5,0.2
2020-03-29 16:00:00,0.0,0.8,1.0,0.3
2020-03-29 17:00:00,0.0,0.2,0.5,0.3
2020-03-29 18:00:00,0.2,0.0,0.1,0.3
2020-03-29 19:00:00,0.3,0.0,0.0,0.3
2020-03-29 20:00:00,0.6,0.0,0.0,0.6
2020-03-29 21:00:00,1.6,0.0,0.0,1.7
2020-03-29 22:00:00,0.5,0.0,0.0,0.5
2020-03-29 23:00:00,0.5,0.0,0.0,0.5
