date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-03-15 0:00:00,0.0,0.0,0.0,1.3
2020-03-15 1:00:00,0.0,0.0,0.0,0.1
2020-03-15 2:00:00,0.0,0.0,0.0,0.0
2020-03-15 3:00:00,0.0,0.0,0.0,0.1
2020-03-15 4:00:00,0.0,0.0,0.0,0.0
2020-03-15 5:00:00,0.0,0.0,0.0,0.1
2020-03-15 6:00:00,0.0,0.0,0.0,0.0
2020-03-15 7:00:00,0.0,0.0,0.0,0.1
2020-03-15 8:00:00,0.0,0.3,0.3,0.0
2020-03-15 9:00:00,0.0,0.5,0.5,0.0
2020-03-15 10:00:00,0.0,1.1,1.1,0.0
2020-03-15 11:00:00,0.0,1.2,1.3,0.0
2020-03-15 12:00:00,0.0,1.4,1.4,0.0
2020-03-15 13:00:00,0.0,1.5,1.5,0.0
2020-03-15 14:00:00,0.0,1.1,1.1,0.0
2020-03-15 15:00:00,0.0,1.0,1.0,0.0
2020-03-15 16:00:00,0.0,0.5,0.5,0.0
2020-03-15 17:00:00,1.7,0.0,0.1,1.9
2020-03-15 18:00:00,2.5,0.0,0.0,2.8
2020-03-15 19:00:00,2.6,0.0,0.0,4.4
2020-03-15 20:00:00,0.0,0.0,0.0,5.8
2020-03-15 21:00:00,0.0,0.0,0.0,5.8
2020-03-15 22:00:00,0.0,0.0,0.0,5.5
2020-03-15 23:00:00,0.0,0.0,0.0,5.5
