date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-03-28 0:00:00,0.4,0.0,0.0,0.4
2020-03-28 1:00:00,0.1,0.0,0.0,0.1
2020-03-28 2:00:00,0.0,0.0,0.0,0.0
2020-03-28 3:00:00,0.0,0.0,0.0,0.1
2020-03-28 4:00:00,0.0,0.0,0.0,0.1
2020-03-28 5:00:00,0.0,0.0,0.0,0.0
2020-03-28 6:00:00,0.0,0.0,0.0,0.0
2020-03-28 7:00:00,0.0,0.3,0.4,0.1
2020-03-28 8:00:00,0.0,0.7,0.7,0.0
2020-03-28 9:00:00,0.0,0.2,0.3,0.0
2020-03-28 10:00:00,0.1,0.6,0.7,0.2
2020-03-28 11:00:00,1.2,0.0,1.1,2.6
2020-03-28 12:00:00,0.0,1.4,1.9,0.6
2020-03-28 13:00:00,0.0,1.5,1.6,0.1
2020-03-28 14:00:00,0.0,1.0,1.0,0.1
2020-03-28 15:00:00,0.0,1.0,1.0,0.0
2020-03-28 16:00:00,0.2,0.5,0.7,0.4
2020-03-28 17:00:00,0.0,0.1,0.1,0.0
2020-03-28 18:00:00,0.0,0.5,0.0,0.0
2020-03-28 19:00:00,0.0,1.1,0.0,0.1
2020-03-28 20:00:00,1.4,0.2,0.0,1.5
2020-03-28 21:00:00,1.2,0.0,0.0,1.2
2020-03-28 22:00:00,1.0,0.0,0.0,1.0
2020-03-28 23:00:00,0.8,0.0,0.0,0.9
