date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-05-30 0:00:00,0.1,0.0,0.0,0.2
2020-05-30 1:00:00,0.1,0.0,0.0,0.1
2020-05-30 2:00:00,0.1,0.0,0.0,0.1
2020-05-30 3:00:00,0.0,0.0,0.0,0.1
2020-05-30 4:00:00,0.0,0.0,0.0,0.1
2020-05-30 5:00:00,0.0,0.0,0.0,0.1
2020-05-30 6:00:00,0.0,0.1,0.1,0.0
2020-05-30 7:00:00,0.0,0.4,0.4,0.1
2020-05-30 8:00:00,0.0,0.7,0.7,0.0
2020-05-30 9:00:00,0.0,1.2,1.3,0.1
2020-05-30 10:00:00,0.0,1.5,1.6,0.1
2020-05-30 11:00:00,1.1,0.2,1.5,2.7
2020-05-30 12:00:00,0.0,1.3,1.7,0.4
2020-05-30 13:00:00,0.0,0.6,1.8,0.2
2020-05-30 14:00:00,0.0,0.0,1.6,0.1
2020-05-30 15:00:00,0.4,0.0,1.3,1.2
2020-05-30 16:00:00,1.2,0.2,1.1,2.0
2020-05-30 17:00:00,0.4,0.3,0.5,0.7
2020-05-30 18:00:00,0.0,0.1,0.3,0.2
2020-05-30 19:00:00,0.1,0.0,0.1,0.2
2020-05-30 20:00:00,0.1,0.0,0.0,0.2
2020-05-30 21:00:00,0.2,0.0,0.0,0.2
2020-05-30 22:00:00,1.1,0.0,0.0,1.1
2020-05-30 23:00:00,2.1,0.0,0.0,2.2
