date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-09-08 0:00:00,0.0,0.0,0.0,0.0
2020-09-08 1:00:00,0.0,0.0,0.0,0.1
2020-09-08 2:00:00,0.0,0.0,0.0,0.0
2020-09-08 3:00:00,0.0,0.0,0.0,0.0
2020-09-08 4:00:00,0.0,0.0,0.0,0.1
2020-09-08 5:00:00,0.0,0.0,0.0,0.0
2020-09-08 6:00:00,0.0,0.0,0.0,0.0
2020-09-08 7:00:00,0.0,0.2,0.2,0.0
2020-09-08 8:00:00,0.0,0.4,0.5,0.0
2020-09-08 9:00:00,0.0,0.1,0.9,0.1
2020-09-08 10:00:00,0.0,0.0,1.5,0.0
2020-09-08 11:00:00,0.0,0.0,1.3,0.1
2020-09-08 12:00:00,0.0,0.0,0.4,0.1
2020-09-08 13:00:00,0.0,0.0,0.6,0.0
2020-09-08 14:00:00,0.0,0.0,1.1,0.1
2020-09-08 15:00:00,0.0,0.0,1.3,0.0
2020-09-08 16:00:00,0.0,0.1,1.0,0.1
2020-09-08 17:00:00,0.0,0.0,0.5,0.1
2020-09-08 18:00:00,0.0,0.0,0.1,0.0
2020-09-08 19:00:00,0.0,0.0,0.1,0.1
2020-09-08 20:00:00,0.0,0.0,0.0,0.0
2020-09-08 21:00:00,0.0,0.0,0.0,0.0
2020-09-08 22:00:00,0.0,0.0,0.0,0.1
2020-09-08 23:00:00,0.0,0.0,0.0,0.0
