date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-29 0:00:00,0.0,0.0,0.0,0.0
2020-04-29 1:00:00,0.0,0.2,0.0,0.0
2020-04-29 2:00:00,0.0,0.0,0.0,0.0
2020-04-29 3:00:00,0.0,0.0,0.0,0.0
2020-04-29 4:00:00,0.0,0.0,0.0,0.0
2020-04-29 5:00:00,0.0,0.0,0.0,0.0
2020-04-29 6:00:00,0.0,0.0,0.0,0.0
2020-04-29 7:00:00,0.0,0.1,0.1,0.0
2020-04-29 8:00:00,0.1,0.0,0.5,0.5
2020-04-29 9:00:00,0.2,0.2,1.1,1.0
2020-04-29 10:00:00,0.0,0.1,1.7,1.7
2020-04-29 11:00:00,0.1,0.2,1.6,1.5
2020-04-29 12:00:00,0.2,0.2,1.9,1.9
2020-04-29 13:00:00,0.0,0.0,1.8,1.8
2020-04-29 14:00:00,0.0,0.1,0.7,0.5
2020-04-29 15:00:00,0.0,0.0,0.4,0.4
2020-04-29 16:00:00,0.0,0.0,0.2,0.2
2020-04-29 17:00:00,0.0,0.0,0.0,0.0
2020-04-29 18:00:00,0.0,0.0,0.0,0.0
2020-04-29 19:00:00,0.0,0.0,0.0,0.0
2020-04-29 20:00:00,0.0,0.0,0.0,0.0
2020-04-29 21:00:00,0.0,0.0,0.0,0.0
2020-04-29 22:00:00,0.0,0.0,0.0,0.0
2020-04-29 23:00:00,0.0,0.0,0.0,0.0
