date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-25 0:00:00,0.0,0.0,0.0,2.9
2020-04-25 1:00:00,0.0,2.3,0.0,2.8
2020-04-25 2:00:00,0.0,2.5,0.0,1.2
2020-04-25 3:00:00,0.0,2.5,0.0,0.3
2020-04-25 4:00:00,0.0,0.3,0.0,0.3
2020-04-25 5:00:00,0.0,0.0,0.0,0.3
2020-04-25 6:00:00,0.0,0.0,0.0,0.3
2020-04-25 7:00:00,0.2,0.0,0.1,0.3
2020-04-25 8:00:00,1.8,0.0,0.3,2.3
2020-04-25 9:00:00,1.0,0.2,0.5,1.5
2020-04-25 10:00:00,0.0,0.6,0.6,0.0
2020-04-25 11:00:00,0.1,1.4,1.5,0.2
2020-04-25 12:00:00,0.0,1.8,1.8,0.0
2020-04-25 13:00:00,0.0,1.3,1.4,0.1
2020-04-25 14:00:00,1.4,0.5,1.1,2.1
2020-04-25 15:00:00,0.1,0.8,0.9,0.2
2020-04-25 16:00:00,0.0,0.7,0.8,0.1
2020-04-25 17:00:00,1.1,0.3,0.5,1.4
2020-04-25 18:00:00,1.1,0.0,0.2,1.4
2020-04-25 19:00:00,0.1,0.0,0.0,0.2
2020-04-25 20:00:00,0.1,0.0,0.0,0.2
2020-04-25 21:00:00,0.3,0.0,0.0,0.3
2020-04-25 22:00:00,1.1,0.0,0.0,1.2
2020-04-25 23:00:00,1.7,0.0,0.0,1.9
