date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-24 0:00:00,0.0,0.0,0.0,0.3
2020-04-24 1:00:00,0.0,2.4,0.0,0.3
2020-04-24 2:00:00,0.0,2.5,0.0,0.1
2020-04-24 3:00:00,0.0,2.5,0.0,0.1
2020-04-24 4:00:00,0.0,0.2,0.0,0.1
2020-04-24 5:00:00,0.0,0.0,0.0,0.0
2020-04-24 6:00:00,0.0,0.0,0.0,0.1
2020-04-24 7:00:00,0.0,0.0,0.1,0.1
2020-04-24 8:00:00,0.1,0.3,0.3,0.1
2020-04-24 9:00:00,0.1,0.5,0.9,0.6
2020-04-24 10:00:00,0.2,0.9,1.1,0.4
2020-04-24 11:00:00,0.4,0.6,1.6,1.4
2020-04-24 12:00:00,0.0,1.3,1.8,0.3
2020-04-24 13:00:00,0.1,0.0,1.7,0.5
2020-04-24 14:00:00,1.0,0.4,1.6,2.4
2020-04-24 15:00:00,0.9,0.5,1.3,1.7
2020-04-24 16:00:00,0.3,0.8,0.9,0.5
2020-04-24 17:00:00,0.7,0.3,0.7,1.1
2020-04-24 18:00:00,0.6,0.2,0.2,0.7
2020-04-24 19:00:00,2.4,0.0,0.1,2.5
2020-04-24 20:00:00,2.4,0.0,0.0,2.5
2020-04-24 21:00:00,1.5,0.0,0.0,2.5
2020-04-24 22:00:00,0.0,0.0,0.0,2.9
2020-04-24 23:00:00,0.0,0.0,0.0,3.0
