date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-05-07 0:00:00,0.0,0.0,0.0,0.0
2020-05-07 1:00:00,0.0,0.0,0.0,0.1
2020-05-07 2:00:00,0.0,0.0,0.0,0.0
2020-05-07 3:00:00,0.0,0.0,0.0,0.0
2020-05-07 4:00:00,0.0,0.0,0.0,0.0
2020-05-07 5:00:00,0.0,0.0,0.0,0.0
2020-05-07 6:00:00,0.0,0.0,0.0,0.0
2020-05-07 7:00:00,0.0,0.4,0.4,0.0
2020-05-07 8:00:00,0.0,0.2,0.3,0.0
2020-05-07 9:00:00,0.0,0.1,0.9,0.0
2020-05-07 10:00:00,0.0,0.0,0.7,0.1
2020-05-07 11:00:00,0.0,0.0,0.8,0.0
2020-05-07 12:00:00,0.0,0.0,0.9,0.1
2020-05-07 13:00:00,0.0,0.0,1.7,0.1
2020-05-07 14:00:00,0.0,0.0,1.3,0.1
2020-05-07 15:00:00,0.0,0.1,1.0,0.1
2020-05-07 16:00:00,0.0,0.0,0.9,0.1
2020-05-07 17:00:00,0.9,0.0,0.7,1.4
2020-05-07 18:00:00,1.2,0.1,0.4,1.6
2020-05-07 19:00:00,1.0,0.0,0.2,1.2
2020-05-07 20:00:00,0.0,0.0,0.1,0.0
2020-05-07 21:00:00,0.1,0.0,0.0,0.2
2020-05-07 22:00:00,0.2,0.0,0.0,0.2
2020-05-07 23:00:00,0.1,0.0,0.0,0.2
