date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-06 0:00:00,0.0,0.0,0.0,0.0
2020-04-06 1:00:00,0.0,0.0,0.0,0.1
2020-04-06 2:00:00,0.0,0.0,0.0,0.1
2020-04-06 3:00:00,0.0,0.0,0.0,0.0
2020-04-06 4:00:00,0.0,0.0,0.0,0.1
2020-04-06 5:00:00,0.0,0.0,0.0,0.1
2020-04-06 6:00:00,0.0,0.0,0.0,0.0
2020-04-06 7:00:00,0.0,0.0,0.0,0.0
2020-04-06 8:00:00,0.0,0.0,0.0,0.0
2020-04-06 9:00:00,0.0,0.1,0.1,0.0
2020-04-06 10:00:00,0.0,0.2,0.2,0.0
2020-04-06 11:00:00,0.0,0.1,0.1,0.1
2020-04-06 12:00:00,0.0,0.2,0.2,0.0
2020-04-06 13:00:00,0.0,0.2,0.2,0.0
2020-04-06 14:00:00,0.0,0.1,0.3,0.1
2020-04-06 15:00:00,0.0,0.0,0.5,0.0
2020-04-06 16:00:00,0.0,0.0,0.3,0.1
2020-04-06 17:00:00,0.0,0.0,0.3,0.1
2020-04-06 18:00:00,0.0,0.0,0.3,0.0
2020-04-06 19:00:00,0.0,0.0,0.1,0.1
2020-04-06 20:00:00,0.0,0.0,0.0,0.0
2020-04-06 21:00:00,0.0,0.0,0.0,0.0
2020-04-06 22:00:00,0.0,0.0,0.0,0.1
2020-04-06 23:00:00,0.0,0.0,0.0,0.1
