date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-11-29 0:00:00,0.0,0.0,0.0,0.0
2020-11-29 1:00:00,0.2,0.0,0.0,0.2
2020-11-29 2:00:00,0.1,0.0,0.0,0.1
2020-11-29 3:00:00,0.0,0.0,0.0,0.0
2020-11-29 4:00:00,0.0,0.0,0.0,0.1
2020-11-29 5:00:00,0.0,0.9,0.0,0.0
2020-11-29 6:00:00,0.0,0.3,0.0,0.0
2020-11-29 7:00:00,0.0,0.0,0.0,0.0
2020-11-29 8:00:00,0.0,0.0,0.0,0.0
2020-11-29 9:00:00,0.0,0.0,0.3,0.1
2020-11-29 10:00:00,0.0,0.0,0.8,0.0
2020-11-29 11:00:00,0.0,0.1,0.8,0.0
2020-11-29 12:00:00,0.0,0.1,0.3,0.1
2020-11-29 13:00:00,0.0,0.0,0.3,0.0
2020-11-29 14:00:00,0.0,0.0,0.3,0.1
2020-11-29 15:00:00,0.0,0.0,0.0,0.0
2020-11-29 16:00:00,0.0,0.0,0.0,0.0
2020-11-29 17:00:00,0.0,0.0,0.0,0.1
2020-11-29 18:00:00,0.0,0.0,0.0,0.0
2020-11-29 19:00:00,0.0,0.0,0.0,0.1
2020-11-29 20:00:00,0.0,0.0,0.0,0.0
2020-11-29 21:00:00,0.0,0.0,0.0,0.0
2020-11-29 22:00:00,0.0,0.0,0.0,0.1
2020-11-29 23:00:00,0.0,0.0,0.0,0.0
