date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-10-18 0:00:00,0.0,0.0,0.0,0.0
2020-10-18 1:00:00,0.0,0.0,0.0,0.0
2020-10-18 2:00:00,0.0,0.0,0.0,0.0
2020-10-18 3:00:00,0.0,0.0,0.0,0.0
2020-10-18 4:00:00,0.0,0.0,0.0,0.0
2020-10-18 5:00:00,0.0,0.0,0.0,0.0
2020-10-18 6:00:00,0.0,0.0,0.0,0.0
2020-10-18 7:00:00,0.0,0.0,0.0,0.0
2020-10-18 8:00:00,0.0,0.0,0.0,0.0
2020-10-18 9:00:00,0.0,0.0,0.0,0.0
2020-10-18 10:00:00,0.0,0.0,0.0,0.0
2020-10-18 11:00:00,0.0,0.1,0.1,0.0
2020-10-18 12:00:00,0.0,0.3,0.3,0.0
2020-10-18 13:00:00,0.0,0.5,0.5,0.0
2020-10-18 14:00:00,0.0,0.1,0.3,0.1
2020-10-18 15:00:00,0.0,0.0,0.1,0.0
2020-10-18 16:00:00,0.0,0.0,0.1,0.1
2020-10-18 17:00:00,0.0,0.0,0.0,0.0
2020-10-18 18:00:00,0.0,0.0,0.0,0.0
2020-10-18 19:00:00,0.0,0.0,0.0,0.0
2020-10-18 20:00:00,0.0,0.0,0.0,0.1
2020-10-18 21:00:00,0.0,0.0,0.0,0.0
2020-10-18 22:00:00,0.0,0.0,0.0,0.1
2020-10-18 23:00:00,0.0,0.0,0.0,0.0
