date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-02-07 0:00:00,0.0,0.0,0.0,0.0
2020-02-07 1:00:00,0.0,0.0,0.0,0.1
2020-02-07 2:00:00,0.0,0.0,0.0,0.0
2020-02-07 3:00:00,0.0,0.0,0.0,0.1
2020-02-07 4:00:00,0.0,0.0,0.0,0.0
2020-02-07 5:00:00,0.0,0.0,0.0,0.1
2020-02-07 6:00:00,0.0,0.0,0.0,0.0
2020-02-07 7:00:00,0.0,0.3,0.3,0.0
2020-02-07 8:00:00,0.0,0.3,0.5,0.0
2020-02-07 9:00:00,0.0,0.0,0.8,0.1
2020-02-07 10:00:00,0.0,0.0,1.3,0.1
2020-02-07 11:00:00,0.0,0.0,1.5,0.1
2020-02-07 12:00:00,0.0,0.0,1.1,0.1
2020-02-07 13:00:00,0.0,0.0,1.1,0.0
2020-02-07 14:00:00,0.0,0.0,0.9,0.1
2020-02-07 15:00:00,0.0,0.1,1.1,0.0
2020-02-07 16:00:00,0.0,0.0,0.8,0.1
2020-02-07 17:00:00,0.0,0.0,0.6,0.0
2020-02-07 18:00:00,0.0,0.0,0.4,0.1
2020-02-07 19:00:00,0.0,0.0,0.1,0.1
2020-02-07 20:00:00,0.0,0.0,0.0,0.0
2020-02-07 21:00:00,0.0,0.0,0.0,0.1
2020-02-07 22:00:00,0.0,0.0,0.0,0.0
2020-02-07 23:00:00,0.0,0.0,0.0,0.1
