date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-03-23 0:00:00,0.1,0.0,0.0,0.1
2020-03-23 1:00:00,0.0,0.0,0.0,0.1
2020-03-23 2:00:00,0.0,0.0,0.0,0.0
2020-03-23 3:00:00,0.0,0.0,0.0,0.1
2020-03-23 4:00:00,0.0,0.0,0.0,0.1
2020-03-23 5:00:00,0.0,0.0,0.0,0.0
2020-03-23 6:00:00,0.0,0.0,0.0,0.1
2020-03-23 7:00:00,0.0,0.0,0.0,0.0
2020-03-23 8:00:00,0.0,0.1,0.1,0.0
2020-03-23 9:00:00,0.1,0.3,0.4,0.3
2020-03-23 10:00:00,0.0,0.3,0.3,0.0
2020-03-23 11:00:00,0.1,0.2,0.3,0.2
2020-03-23 12:00:00,0.2,0.6,0.7,0.4
2020-03-23 13:00:00,0.6,0.0,0.6,2.3
2020-03-23 14:00:00,0.0,0.3,0.7,1.1
2020-03-23 15:00:00,0.1,0.6,0.6,0.2
2020-03-23 16:00:00,0.0,0.1,0.3,0.2
2020-03-23 17:00:00,0.1,0.0,0.1,0.2
2020-03-23 18:00:00,0.5,0.0,0.0,0.9
2020-03-23 19:00:00,0.0,0.0,0.0,0.7
2020-03-23 20:00:00,0.0,0.0,0.0,0.5
2020-03-23 21:00:00,0.0,0.0,0.0,0.5
2020-03-23 22:00:00,0.0,0.0,0.0,0.4
2020-03-23 23:00:00,0.0,0.0,0.0,0.3
