date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-22 0:00:00,0.0,0.0,0.0,0.2
2020-04-22 1:00:00,0.0,2.3,0.0,0.1
2020-04-22 2:00:00,0.0,2.5,0.0,0.1
2020-04-22 3:00:00,0.0,2.0,0.0,0.1
2020-04-22 4:00:00,0.0,0.0,0.0,0.1
2020-04-22 5:00:00,0.0,0.0,0.0,0.0
2020-04-22 6:00:00,0.0,0.0,0.0,0.0
2020-04-22 7:00:00,0.0,0.0,0.0,0.1
2020-04-22 8:00:00,0.0,0.1,0.5,0.1
2020-04-22 9:00:00,0.0,0.0,0.8,0.2
2020-04-22 10:00:00,0.1,0.2,1.0,0.3
2020-04-22 11:00:00,0.1,0.1,0.9,0.3
2020-04-22 12:00:00,0.0,0.1,0.8,0.2
2020-04-22 13:00:00,0.9,0.0,1.3,1.7
2020-04-22 14:00:00,1.1,0.4,1.3,2.0
2020-04-22 15:00:00,1.0,0.4,1.0,1.7
2020-04-22 16:00:00,0.0,0.8,0.8,0.1
2020-04-22 17:00:00,0.1,0.3,0.4,0.3
2020-04-22 18:00:00,2.2,0.0,0.3,3.0
2020-04-22 19:00:00,0.9,0.0,0.1,1.1
2020-04-22 20:00:00,0.1,0.0,0.0,0.1
2020-04-22 21:00:00,0.3,0.0,0.0,0.3
2020-04-22 22:00:00,0.5,0.0,0.0,0.5
2020-04-22 23:00:00,0.3,0.0,0.0,0.3
