date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-01-18 0:00:00,0.0,0.0,0.0,0.1
2020-01-18 1:00:00,0.0,0.1,0.0,0.1
2020-01-18 2:00:00,0.0,0.0,0.0,0.1
2020-01-18 3:00:00,0.0,0.0,0.0,0.1
2020-01-18 4:00:00,0.0,0.0,0.0,0.1
2020-01-18 5:00:00,0.0,0.1,0.0,0.1
2020-01-18 6:00:00,0.0,0.0,0.0,0.1
2020-01-18 7:00:00,0.0,0.0,0.0,0.1
2020-01-18 8:00:00,0.0,0.0,0.0,2.4
2020-01-18 9:00:00,0.0,0.1,0.3,0.5
2020-01-18 10:00:00,0.0,0.6,1.1,0.5
2020-01-18 11:00:00,0.0,1.0,1.3,0.3
2020-01-18 12:00:00,0.0,1.1,1.4,0.3
2020-01-18 13:00:00,0.0,0.9,1.2,0.3
2020-01-18 14:00:00,0.1,0.7,0.9,0.3
2020-01-18 15:00:00,0.3,0.2,0.5,0.6
2020-01-18 16:00:00,0.3,0.0,0.1,0.4
2020-01-18 17:00:00,0.5,0.0,0.0,0.5
2020-01-18 18:00:00,0.8,0.0,0.0,0.8
2020-01-18 19:00:00,1.3,0.0,0.0,1.5
2020-01-18 20:00:00,0.0,0.0,0.0,0.8
2020-01-18 21:00:00,0.0,0.0,0.0,0.8
2020-01-18 22:00:00,0.0,0.0,0.0,0.7
2020-01-18 23:00:00,0.0,0.0,0.0,0.6
