date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-02-24 0:00:00,0.0,0.0,0.0,1.3
2020-02-24 1:00:00,0.0,0.0,0.0,0.0
2020-02-24 2:00:00,0.0,0.0,0.0,0.1
2020-02-24 3:00:00,0.0,0.0,0.0,0.0
2020-02-24 4:00:00,0.0,0.0,0.0,0.1
2020-02-24 5:00:00,0.0,0.0,0.0,0.0
2020-02-24 6:00:00,0.0,0.0,0.0,0.1
2020-02-24 7:00:00,0.0,0.0,0.0,0.0
2020-02-24 8:00:00,0.0,0.0,0.0,0.0
2020-02-24 9:00:00,0.0,0.0,0.0,0.1
2020-02-24 10:00:00,0.0,0.2,0.2,0.0
2020-02-24 11:00:00,0.0,0.6,0.6,0.0
2020-02-24 12:00:00,0.0,0.9,0.9,0.0
2020-02-24 13:00:00,0.0,1.2,1.2,0.1
2020-02-24 14:00:00,0.0,1.0,1.0,0.0
2020-02-24 15:00:00,0.0,0.5,0.5,0.0
2020-02-24 16:00:00,0.0,0.4,0.4,0.0
2020-02-24 17:00:00,1.7,0.0,0.0,1.9
2020-02-24 18:00:00,1.9,0.0,0.0,2.7
2020-02-24 19:00:00,0.0,0.0,0.0,4.0
2020-02-24 20:00:00,0.0,0.0,0.0,5.2
2020-02-24 21:00:00,0.0,0.0,0.0,5.5
2020-02-24 22:00:00,0.0,0.0,0.0,5.3
2020-02-24 23:00:00,0.0,0.0,0.0,4.9
