date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-03-17 0:00:00,0.0,0.0,0.0,1.3
2020-03-17 1:00:00,0.0,0.0,0.0,0.1
2020-03-17 2:00:00,0.0,0.0,0.0,0.0
2020-03-17 3:00:00,0.0,0.0,0.0,0.1
2020-03-17 4:00:00,0.0,0.0,0.0,0.0
2020-03-17 5:00:00,0.0,0.0,0.0,0.0
2020-03-17 6:00:00,0.0,0.0,0.0,0.1
2020-03-17 7:00:00,0.0,0.0,0.0,0.0
2020-03-17 8:00:00,0.0,0.0,0.0,0.1
2020-03-17 9:00:00,0.0,0.1,0.1,0.0
2020-03-17 10:00:00,0.0,0.0,0.1,0.1
2020-03-17 11:00:00,0.0,0.2,0.2,0.0
2020-03-17 12:00:00,0.0,0.1,0.1,0.0
2020-03-17 13:00:00,0.0,0.2,0.2,0.0
2020-03-17 14:00:00,0.0,0.1,0.1,0.0
2020-03-17 15:00:00,0.0,0.0,0.0,0.0
2020-03-17 16:00:00,0.3,0.0,0.0,3.3
2020-03-17 17:00:00,0.0,0.0,0.0,2.7
2020-03-17 18:00:00,0.0,0.0,0.0,1.7
2020-03-17 19:00:00,0.0,0.0,0.0,1.4
2020-03-17 20:00:00,0.0,0.0,0.0,1.2
2020-03-17 21:00:00,0.0,0.0,0.0,1.2
2020-03-17 22:00:00,0.0,0.0,0.0,0.9
2020-03-17 23:00:00,0.0,0.0,0.0,0.6
