date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-05-29 0:00:00,0.0,0.0,0.0,0.1
2020-05-29 1:00:00,0.1,0.0,0.0,0.1
2020-05-29 2:00:00,0.0,0.0,0.0,0.1
2020-05-29 3:00:00,0.0,0.0,0.0,0.1
2020-05-29 4:00:00,0.1,0.0,0.0,0.1
2020-05-29 5:00:00,0.0,0.0,0.0,0.1
2020-05-29 6:00:00,0.0,0.0,0.0,0.0
2020-05-29 7:00:00,0.0,0.1,0.1,0.1
2020-05-29 8:00:00,0.0,0.3,0.3,0.0
2020-05-29 9:00:00,0.0,0.6,0.6,0.1
2020-05-29 10:00:00,0.9,0.4,1.1,1.7
2020-05-29 11:00:00,0.6,0.6,1.5,1.5
2020-05-29 12:00:00,0.0,1.6,1.8,0.2
2020-05-29 13:00:00,0.0,1.5,1.6,0.1
2020-05-29 14:00:00,0.0,0.6,1.5,0.1
2020-05-29 15:00:00,0.0,0.0,1.4,0.1
2020-05-29 16:00:00,0.0,0.0,1.1,0.1
2020-05-29 17:00:00,0.0,0.0,0.6,0.1
2020-05-29 18:00:00,0.0,0.0,0.2,0.1
2020-05-29 19:00:00,1.8,0.0,0.1,2.3
2020-05-29 20:00:00,0.7,0.0,0.0,0.7
2020-05-29 21:00:00,0.1,0.0,0.0,0.1
2020-05-29 22:00:00,0.1,0.0,0.0,0.2
2020-05-29 23:00:00,0.1,0.0,0.0,0.2
