date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-02-26 0:00:00,0.0,0.0,0.0,1.6
2020-02-26 1:00:00,0.0,0.0,0.0,0.0
2020-02-26 2:00:00,0.0,0.0,0.0,0.0
2020-02-26 3:00:00,0.0,0.0,0.0,0.0
2020-02-26 4:00:00,0.0,0.0,0.0,0.1
2020-02-26 5:00:00,0.0,0.0,0.0,0.0
2020-02-26 6:00:00,0.0,0.0,0.0,0.1
2020-02-26 7:00:00,0.0,0.0,0.0,0.0
2020-02-26 8:00:00,0.0,0.0,0.0,0.1
2020-02-26 9:00:00,0.0,0.3,0.3,0.0
2020-02-26 10:00:00,0.0,0.3,0.3,0.0
2020-02-26 11:00:00,0.0,0.7,0.7,0.0
2020-02-26 12:00:00,0.0,0.9,0.9,0.0
2020-02-26 13:00:00,0.0,0.9,1.0,0.0
2020-02-26 14:00:00,0.0,0.7,0.7,0.0
2020-02-26 15:00:00,0.0,0.2,0.2,0.0
2020-02-26 16:00:00,0.0,0.1,0.1,0.0
2020-02-26 17:00:00,1.8,0.0,0.0,2.0
2020-02-26 18:00:00,1.2,0.0,0.0,2.9
2020-02-26 19:00:00,0.0,0.0,0.0,4.4
2020-02-26 20:00:00,0.0,0.0,0.0,5.9
2020-02-26 21:00:00,0.0,0.0,0.0,6.2
2020-02-26 22:00:00,0.0,0.0,0.0,6.1
2020-02-26 23:00:00,0.0,0.0,0.0,5.7
