date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-11-04 0:00:00,0.0,0.0,0.0,0.1
2020-11-04 1:00:00,0.0,0.0,0.0,0.3
2020-11-04 2:00:00,0.0,0.0,0.0,0.3
2020-11-04 3:00:00,0.0,0.0,0.0,0.2
2020-11-04 4:00:00,0.0,0.0,0.0,0.2
2020-11-04 5:00:00,0.0,0.0,0.0,0.1
2020-11-04 6:00:00,0.0,0.0,0.0,0.1
2020-11-04 7:00:00,0.0,0.0,0.0,0.1
2020-11-04 8:00:00,0.0,0.1,0.1,0.0
2020-11-04 9:00:00,0.0,0.2,0.2,0.0
2020-11-04 10:00:00,0.0,0.1,0.6,0.1
2020-11-04 11:00:00,0.0,0.0,1.1,0.0
2020-11-04 12:00:00,0.0,0.0,1.8,0.1
2020-11-04 13:00:00,0.0,0.0,1.8,2.1
2020-11-04 14:00:00,0.0,0.0,1.5,2.0
2020-11-04 15:00:00,0.0,0.0,1.4,0.3
2020-11-04 16:00:00,0.0,0.1,0.9,0.1
2020-11-04 17:00:00,0.0,0.0,0.5,0.2
2020-11-04 18:00:00,0.0,0.0,0.1,0.1
2020-11-04 19:00:00,0.0,0.0,0.0,0.0
2020-11-04 20:00:00,0.0,0.0,0.0,2.3
2020-11-04 21:00:00,0.0,0.0,0.0,1.9
2020-11-04 22:00:00,0.0,0.0,0.0,0.5
2020-11-04 23:00:00,0.0,0.0,0.0,0.5
