date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-05-25 0:00:00,0.2,0.3,0.0,0.3
2020-05-25 1:00:00,0.1,0.2,0.0,0.2
2020-05-25 2:00:00,0.1,0.2,0.0,0.2
2020-05-25 3:00:00,0.1,0.1,0.0,0.1
2020-05-25 4:00:00,0.1,0.3,0.0,0.1
2020-05-25 5:00:00,0.1,0.5,0.0,0.1
2020-05-25 6:00:00,0.0,1.0,0.0,0.1
2020-05-25 7:00:00,0.0,1.3,0.3,0.2
2020-05-25 8:00:00,0.0,0.7,0.7,0.1
2020-05-25 9:00:00,0.0,0.8,0.9,0.1
2020-05-25 10:00:00,1.6,0.2,1.1,2.6
2020-05-25 11:00:00,2.1,0.0,0.7,3.2
2020-05-25 12:00:00,0.1,0.4,0.6,0.5
2020-05-25 13:00:00,0.0,0.5,0.7,0.2
2020-05-25 14:00:00,0.2,0.2,0.6,0.7
2020-05-25 15:00:00,0.3,0.2,0.6,0.7
2020-05-25 16:00:00,0.3,0.0,0.4,0.7
2020-05-25 17:00:00,0.7,0.8,0.3,1.4
2020-05-25 18:00:00,0.6,0.8,0.2,1.4
2020-05-25 19:00:00,0.6,0.7,0.1,1.0
2020-05-25 20:00:00,0.3,0.2,0.0,1.7
2020-05-25 21:00:00,0.0,0.0,0.0,2.3
2020-05-25 22:00:00,0.0,0.0,0.0,1.5
2020-05-25 23:00:00,0.0,0.0,0.0,0.4
