date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-09-13 0:00:00,0.0,0.0,0.0,0.0
2020-09-13 1:00:00,0.0,0.0,0.0,0.0
2020-09-13 2:00:00,0.0,0.0,0.0,0.1
2020-09-13 3:00:00,0.0,0.0,0.0,0.0
2020-09-13 4:00:00,0.0,0.0,0.0,0.1
2020-09-13 5:00:00,0.0,0.0,0.0,0.0
2020-09-13 6:00:00,0.0,0.0,0.0,0.1
2020-09-13 7:00:00,0.0,0.0,0.0,0.0
2020-09-13 8:00:00,0.0,0.0,0.0,0.0
2020-09-13 9:00:00,0.0,0.1,0.1,0.0
2020-09-13 10:00:00,0.5,0.1,0.4,0.8
2020-09-13 11:00:00,0.8,0.5,1.0,1.4
2020-09-13 12:00:00,0.0,1.2,1.2,0.0
2020-09-13 13:00:00,0.0,0.8,0.9,0.1
2020-09-13 14:00:00,0.0,0.0,0.4,0.0
2020-09-13 15:00:00,0.0,0.0,0.3,0.1
2020-09-13 16:00:00,0.1,0.1,0.3,0.1
2020-09-13 17:00:00,0.0,0.0,0.2,0.1
2020-09-13 18:00:00,0.1,0.0,0.1,0.1
2020-09-13 19:00:00,0.1,0.0,0.0,0.1
2020-09-13 20:00:00,0.4,0.0,0.0,0.4
2020-09-13 21:00:00,0.4,0.0,0.0,0.5
2020-09-13 22:00:00,0.5,0.0,0.0,0.5
2020-09-13 23:00:00,1.6,0.0,0.0,1.6
